from_node,to_node,distance,travel_time,source_edge_id
93251,92961,377.00132626,12.852288730934703,542.0
91427,91169,381.00524931,12.988785797418643,544.0
90874,90590,380.0,12.954516012463609,549.0
103754,103738,247.29334807,8.430435887759346,620.0
103460,103437,187.61929538,6.396097805914079,623.0
103555,103518,330.77579722,11.276422004268174,735.0
102759,102709,745.55240187,25.41650138988321,742.0
95923,95659,375.01198381,12.784470392453654,834.0
96389,96177,378.01290454,12.886774275740285,838.0
88060,87615,476.00105042,16.2272716568826,867.0
86215,85912,349.84838052,11.926622229949478,869.0
87114,86531,713.00070126,24.306786845711716,872.0
99911,100047,193.00259066,3.7597821821833524,4248.0
98574,98443,191.00261778,6.511438080140728,4270.0
182831,96686,189.52006239,12.9217930679703,4279.0
106815,106798,171.77700415,5.856020923247902,4317.0
101073,101161,189.00264548,6.443257361233271,4328.0
98576,98440,193.00259066,3.7597821821833524,4354.0
97892,97775,203.0,3.9545364669625753,4356.0
97453,97298,178.90735441,3.4852002818824763,4360.0
96222,95903,456.01138628,31.091614765420992,4366.0
96558,96452,191.0,6.511348837843551,4369.0
95157,94921,366.6092834,12.498015347692393,4373.0
93989,93886,142.24868647,9.698752034881739,4380.0
94376,94255,179.22611417,6.109967278597094,4385.0
94255,94229,46.04345773,1.5696597642959904,4386.0
92033,91781,327.05504124,6.371187622106054,4390.0
92457,92298,195.36888987,3.80587881527542,4391.0
90301,89941,346.01300554,6.740497775621939,4400.0
106139,106109,344.12247908,11.731421488132982,4430.0
101501,101520,39.0,0.7597385330617755,4444.0
100784,100873,191.88115407,3.7379360644959574,4451.0
100586,100690,228.80441453,4.457218724437964,4457.0
84864,84369,671.10729396,22.87860575180511,4468.0
95899,95632,379.00131926,12.920470155522375,4471.0
98549,98468,140.84983288,4.8016879352546935,4473.0
98673,98549,163.07666909,5.559419265751669,4477.0
98057,97964,167.0,5.693168879161639,4482.0
97964,97846,149.00334897,5.079648079322547,4485.0
96455,96316,188.0,6.409076343008312,4491.0
96694,96559,190.0,6.477258006231804,4495.0
96316,96218,194.0,6.61362133267879,4497.0
93234,92935,382.52320191,13.040534063899857,4499.0
95392,95166,378.00132275,12.88637944288763,4502.0
95632,95392,394.04568263,13.43334501387497,4503.0
94133,94005,169.10747471,5.765014444626263,4507.0
91303,90790,660.06136078,22.50204070377113,4510.0
82464,82003,653.07656519,22.263923213469972,4516.0
82717,82464,342.05262753,11.66085852748062,4530.0
82895,82717,251.03187049,8.557885226056305,4531.0
99471,100162,1169.05149546,79.70787535437421,4544.0
96696,96565,192.00260415,6.545528447094439,4562.0
83038,82726,423.05791566,14.422396164781444,4585.0
81894,81575,488.06555298,16.638560582135042,4587.0
92626,92586,189.8420396,6.47187300483408,4610.0
92832,92947,188.80618634,6.436559905772942,4616.0
92576,92577,59.00847397,2.011647949777387,4626.0
84059,83822,283.06242394,5.514190531515025,4691.0
80930,80362,980.15635578,33.41434527807892,4703.0
96025,95228,1599.46922078,54.527235873782104,8161.0
96958,96740,438.79227867,14.958793684673445,8164.0
84835,84804,239.75404063,8.17341462735312,8250.0
88339,88036,348.54830891,11.882301707609756,8449.0
84932,84452,729.54477481,24.870788071277115,8451.0
85913,85910,278.65054847,9.49942892641153,8471.0
85890,85891,214.02534583,7.296302025336306,8479.0
85891,85875,189.40498889,6.456973582673676,8480.0
102969,103032,155.71701118,5.308522407221802,8495.0
102906,102897,38.27910881,1.3049666526894257,8497.0
93072,92538,849.7331707,28.968110437249006,8507.0
90258,89757,496.01612877,16.90960232260836,8518.0
87128,86814,377.00132626,12.852288730934703,8527.0
85129,84756,410.00121951,13.977282534926058,8532.0
101378,101516,446.34629992,30.432633102197496,11482.0
99395,99401,307.06006552,10.46793298833412,11530.0
99527,99586,479.77807567,16.356033588673665,11547.0
96808,96578,370.11484704,12.617522927447892,11800.0
88359,88213,152.55490815,5.200723685287079,11875.0
102808,102818,175.53544435,5.984149275228921,11927.0
152636,83761,2683.9485689,52.284593552547115,15501.0
178843,178841,74.21420708,0.8433413455878509,15533.0
86270,86016,391.32131929,13.340469202001815,15548.0
83372,83291,91.0,6.204531353337834,15556.0
82207,82212,163.4411209,5.571843731036975,15662.0
95228,95163,139.17614738,2.7112174884018123,15665.0
95367,95319,316.02571849,6.156331173727851,15669.0
96625,96458,330.73252032,11.274946658757594,15798.0
99098,98478,1021.21490744,19.89375168510981,15807.0
97241,96613,956.36081057,18.630363058980063,15808.0
96613,96476,275.53440198,5.367541086367661,15810.0
97033,96876,451.81687575,15.402813030538569,15882.0
98456,98280,276.64417579,5.3891600075584245,15886.0
97610,97518,179.12007146,6.106352194426831,15902.0
84602,84564,259.70758696,8.85364761534633,19537.0
86360,86165,207.62466135,7.0780973685287085,19541.0
105071,105181,330.24866826,11.258451739655138,19750.0
105254,105380,333.35266611,11.36426960768271,19771.0
92100,92099,174.43422542,5.946607806118623,19796.0
82354,82349,190.00263156,6.47734771830064,19810.0
82356,82351,192.00260415,6.545528447094439,19813.0
82008,82009,171.02633131,5.8304298618639505,19824.0
100738,101029,1021.33666624,34.818216307690214,19848.0
91445,91017,548.05839105,18.683766322690175,23096.0
92170,92101,181.66950269,3.539008242968279,23099.0
89013,89017,279.01612858,9.511891856382144,23141.0
89090,88990,89.05054744,3.035807217710869,23160.0
106889,107018,534.56803199,18.22386876359372,23203.0
106655,106764,313.72918258,10.695288735025603,23205.0
106026,106110,259.67864756,8.852661047133985,23210.0
105205,105263,156.54072952,5.33660365044625,23218.0
94338,94226,509.86436924,17.3817003565901,23264.0
