node_index,is_stop_only,pos_x,pos_y
93251,False,6280883.0,1846740.0
92961,False,6280884.0,1847117.0
91427,False,6280891.0,1849020.0
91169,False,6280893.0,1849401.0
90874,False,6280896.0,1849783.0
90590,False,6280896.0,1850163.0
103754,False,6304871.0,1828232.0
103738,False,6305106.0,1828309.0
103460,False,6307011.0,1828984.0
103437,False,6307187.0,1829049.0
103555,False,6297695.0,1828751.0
103518,False,6298009.001,1828855.0
102759,False,6304043.0,1830664.0
102709,False,6304734.37,1830765.711
95923,False,6281154.001,1842940.0
95659,False,6281156.999,1843315.0
96389,False,6281149.0,1842176.999
96177,False,6281152.0,1842555.0
88060,False,6281022.0,1852780.0
87615,False,6281023.0,1853256.0
86215,False,6281197.911,1854927.068
85912,False,6281198.427,1855276.916
87114,False,6281025.0,1853862.0
86531,False,6281026.0,1854575.0
99911,False,6291108.0,1836422.0
100047,False,6291107.0,1836229.0
98574,False,6291770.0,1838701.0
98443,False,6291771.0,1838892.0
182831,False,6291786.121,1841574.483
96686,False,6291785.0,1841764.0
106815,False,6301080.999,1819805.0
106798,False,6301245.0,1819856.0
101073,False,6291762.0,1834327.0
101161,False,6291763.0,1834138.0
98576,False,6292434.0,1838700.0
98440,False,6292433.0,1838893.0
97892,False,6292434.999,1839850.0
97775,False,6292434.999,1840053.0
97453,False,6292432.001,1840621.0
97298,False,6292352.0,1840780.0
96222,False,6292445.0,1842521.0
95903,False,6292423.0,1842954.0
96558,False,6292444.0,1841951.0
96452,False,6292444.0,1842142.0
95157,False,6292418.0,1844114.0
94921,False,6292416.0,1844480.0
93989,False,6292465.0,1845810.0
93886,False,6292469.42,1845952.18
94376,False,6292443.0,1845258.0
94255,False,6292452.0,1845437.0
94229,False,6292454.0,1845483.0
92033,False,6292568.0,1848235.0
91781,False,6292574.0,1848562.0
92457,False,6292551.0,1847728.0
92298,False,6292563.0,1847923.0
90301,False,6292606.0,1850530.0
89941,False,6292609.0,1850876.0
106139,False,6307979.0,1821657.0
106109,False,6308307.746,1821758.717
101501,False,6292368.0,1833493.0
101520,False,6292368.0,1833454.0
100784,False,6292422.0,1834894.999
100873,False,6292379.0,1834708.0
100586,False,6292425.753,1835277.802
100690,False,6292425.0,1835049.0
84864,False,6293194.0,1856416.0
84369,False,6293206.0,1857087.0
95899,False,6292986.0,1842957.0
95632,False,6292985.0,1843336.0
98549,False,6293264.0,1838716.0
98468,False,6293287.0,1838849.0
98673,False,6293259.0,1838553.0
98057,False,6293362.001,1839565.0
97964,False,6293362.001,1839732.0
97846,False,6293363.0,1839881.0
96455,False,6293098.0,1842142.0
96316,False,6293098.0,1842330.0
96694,False,6293099.0,1841761.0
96559,False,6293099.0,1841951.0
96218,False,6293098.0,1842524.0
93234,False,6293047.0,1846755.0
92935,False,6293067.0,1847137.0
95392,False,6292979.0,1843730.0
95166,False,6292978.0,1844108.0
94133,False,6293003.0,1845614.999
94005,False,6293009.0,1845784.0
91303,False,6293186.0,1849218.0
90790,False,6293195.0,1849878.0
82464,False,6293348.0,1859414.0
82003,False,6293358.0,1860067.0
82717,False,6293342.0,1859072.0
82895,False,6293338.0,1858821.0
99471,False,6293233.0,1837205.0
100162,False,6293239.0,1836036.001
96696,False,6293758.0,1841757.0
96565,False,6293759.0,1841949.0
83038,False,6294019.0,1858639.0
82726,False,6294026.0,1859062.0
