OBJECTID,MGRA,CT10,CT10BG,SRA,MSA,City,ZIP,Sphere,CPA,CPASG,TAZ,Council,Super,LUZ,Elem,Unif,High,Coll,Transit,Shape_Leng,Shape_Area
9256,9426,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,1668.472547,64064.07914
9257,9427,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,1245.518395,41233.55507
9258,9428,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,945.3308798,40259.33375
9259,9429,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,1195.69816,55143.07672
9260,9430,14400,144002,32,3,10,91945,1000,0,0,3587,0,2,135,22,0,16,1,1,1349.879547,77004.74119
9269,9439,14500,145001,33,3,9,91941,900,0,0,3489,0,2,136,22,0,16,1,1,2153.640737,136961.3532
9275,9445,14500,145002,33,3,9,91941,900,0,0,3491,0,2,136,22,0,16,1,1,1149.483052,67373.29049
9276,9446,14500,145002,33,3,9,91941,900,0,0,3491,0,2,136,22,0,16,1,1,1900.661205,108385.2831
9371,9541,14602,146023,33,3,9,91941,900,0,0,3438,0,2,136,22,0,16,1,1,1628.718215,113473.6889
22827,9542,14602,146023,33,3,9,91941,900,0,0,3438,0,2,136,22,0,16,1,1,856.1675064,38640.62921
