OBJECTID,MGRA,CT10,CT10BG,SRA,MSA,City,ZIP,Sphere,CPA,CPASG,TAZ,Council,Super,LUZ,Elem,Unif,High,Coll,Transit,Shape_Leng,Shape_Area
9110,9278,14002,140022,32,3,19,91977,1000,1921,192100,3856,0,2,151,20,0,16,1,1,862.4920875,17461.71414
9111,9279,14101,141011,32,3,10,91945,1000,0,0,3769,0,2,135,22,0,16,1,1,1215.110099,43033.10737
9112,9280,14101,141011,32,3,10,91945,1000,0,0,3769,0,2,135,22,0,16,1,1,1656.097105,156415.0703
9113,9281,14101,141011,32,3,10,91945,1000,0,0,3813,0,2,134,22,0,16,1,1,1649.263128,80698.11062
9114,9282,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,1477.531877,100176.1695
9115,9283,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,1147.210511,38014.47559
9116,9284,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,1921.108988,125595.016
9117,9285,14101,141011,32,3,10,91945,1000,0,0,3813,0,2,134,22,0,16,1,1,2018.209532,157753.6436
9118,9286,14101,141011,32,3,10,91945,1000,0,0,3813,0,2,134,22,0,16,1,1,1485.686243,62140.43556
9119,9287,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,948.4966427,40827.69024
9120,9288,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,571.9405613,14897.14906
9121,9289,14101,141011,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,378.4021232,6326.420541
9122,9290,14101,141011,32,3,10,91945,1000,0,0,3813,0,2,134,22,0,16,1,1,1618.116585,143809.4445
22756,9291,14101,141011,32,3,10,91945,1000,0,0,3862,0,2,110,22,0,16,1,1,1295.294743,53625.5332
9123,9292,14101,141012,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,438.6604933,8853.927375
9124,9293,14101,141012,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,1218.25179,73588.36595
9125,9294,14101,141012,32,3,10,91945,1000,0,0,3808,0,2,134,22,0,16,1,1,917.04022,46275.3711
9126,9295,14101,141012,32,3,10,91945,1000,0,0,3862,0,2,110,22,0,16,1,1,1531.298836,96646.99352
9127,9296,14101,141012,32,3,10,91945,1000,0,0,3880,0,2,134,22,0,16,1,1,1672.725791,117169.6945
9128,9297,14101,141012,32,3,10,91945,1000,0,0,3862,0,2,110,22,0,16,1,1,2164.648969,157058.1423
9129,9298,14101,141012,32,3,10,91945,1000,0,0,3900,0,2,134,22,0,16,1,1,2046.361443,209697.626
9130,9299,14101,141012,32,3,10,91945,1000,0,0,3900,0,2,134,22,0,16,1,1,772.1947438,36060.71643
9131,9300,14101,141012,32,3,10,91945,1000,0,0,3880,0,2,134,22,0,16,1,1,1628.986232,119238.491
9132,9301,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,22,0,16,1,1,1532.114358,100559.1342
9133,9302,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,22,0,16,1,1,1490.346439,111758.0122
9134,9303,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,22,0,16,1,1,2222.563267,144101.8291
9135,9304,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,22,0,16,1,1,1753.550274,181274.0796
9136,9305,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,22,0,16,1,1,1060.032833,38858.31557
9137,9306,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,22,0,16,1,1,1521.141934,120352.2803
9138,9307,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,0,30,0,4,1,2088.796451,151933.057
9139,9308,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,0,30,0,4,1,1527.291512,137624.0779
9140,9309,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,0,30,0,4,1,1594.137612,94998.59154
9141,9310,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,0,30,0,4,1,1574.673401,110460.2152
9142,9311,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,0,30,0,4,1,1284.447009,70029.15335
9143,9312,14102,141021,32,3,14,92114,1444,1444,0,3923,4,4,110,0,30,0,4,1,864.0865652,41788.14156
9144,9313,14102,141021,32,3,14,92114,1444,1444,0,3945,4,4,110,22,0,16,1,1,936.5341724,17631.17119
9148,9314,14102,141022,32,3,10,91945,1000,0,0,3900,0,2,134,22,0,16,1,1,1054.721042,39109.37063
9145,9315,14102,141022,32,3,14,92114,1444,1444,0,3918,4,4,134,22,0,16,1,1,1582.24984,107828.8363
9146,9316,14102,141022,32,3,14,92114,1444,1444,0,3918,4,4,134,0,30,0,4,1,1670.206939,102555.8756
9147,9317,14102,141022,32,3,14,92114,1444,1444,0,3918,4,4,134,0,30,0,4,1,703.3794701,28411.20236
22915,9318,14102,141022,32,3,14,92114,1444,1444,0,3918,4,4,134,0,30,0,4,1,1119.850405,73522.63854
9149,9319,14200,142001,32,3,10,91945,1000,0,0,3728,0,2,135,22,0,16,1,1,999.0641421,54287.62811
9150,9320,14200,142001,32,3,10,91945,1000,0,0,3728,0,2,135,22,0,16,1,1,1452.192591,114474.5305
9151,9321,14200,142001,32,3,10,91945,1000,0,0,3728,0,2,135,22,0,16,1,1,1692.660711,116579.4474
9152,9322,14200,142001,32,3,10,91945,1000,0,0,3728,0,2,135,22,0,16,1,1,1236.536444,62914.27982
9153,9323,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1405.868624,117359.6462
9154,9324,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1391.231329,98786.67529
9155,9325,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1461.054009,83874.48826
9156,9326,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1701.749393,56667.77821
9157,9327,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1283.882327,78518.24973
9158,9328,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1825.330125,172471.5626
9159,9329,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1278.248742,73018.60152
9160,9330,14200,142001,32,3,10,91945,1000,0,0,3771,0,2,134,22,0,16,1,1,1770.001407,98853.5364
9161,9331,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1232.323178,79732.00241
9162,9332,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1235.867335,89105.22337
9163,9333,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1483.286116,78478.70033
9164,9334,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,889.4802744,40770.25151
9165,9335,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1447.684793,90533.22218
9166,9336,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,945.2757393,41835.8532
9167,9337,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1183.942824,85653.35484
9168,9338,14200,142002,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1014.867043,56785.09602
9169,9339,14200,142003,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1141.86091,63328.74113
9170,9340,14200,142003,32,3,10,91945,1000,0,0,3768,0,2,134,22,0,16,1,1,1286.00921,77623.37411
9171,9341,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,1591.796042,110102.3887
9172,9342,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,1741.247946,153852.4332
9173,9343,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,1481.300944,97254.95683
9174,9344,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,2206.893929,146998.8219
9175,9345,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,2422.555499,218483.5844
9176,9346,14200,142003,32,3,10,91945,1000,0,0,3831,0,2,134,22,0,16,1,1,1446.508582,107228.7031
9177,9347,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1459.444822,114679.1693
9178,9348,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1605.336572,105198.7531
9179,9349,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1288.154385,68008.38609
9180,9350,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1581.139488,126119.6247
9181,9351,14200,142004,32,3,10,91945,1000,0,0,3727,0,2,134,22,0,16,1,1,1468.710118,117297.8293
9182,9352,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,736.6970551,31457.23569
9183,9353,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,428.5780723,12203.76754
9184,9354,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,381.0342524,6518.664236
9185,9355,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1017.155947,52424.34165
9186,9356,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,399.756526,8878.722285
9187,9357,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,906.6690183,29328.48374
9188,9358,14300,143001,32,3,10,91945,1000,0,0,3647,0,2,135,22,0,16,1,1,1541.28564,119266.9567
9189,9359,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1571.357326,103394.0661
9190,9360,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1500.361127,112419.6228
9191,9361,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,751.234213,28404.35069
9192,9362,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,472.0529062,13398.73528
9193,9363,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,960.6885383,55404.64774
9194,9364,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1166.793665,81632.12078
9195,9365,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1174.772933,81729.06983
9196,9366,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1923.341088,168150.0238
9197,9367,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,484.1250553,13913.64559
9198,9368,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1136.909623,76019.83285
9199,9369,14300,143001,32,3,10,91945,1000,0,0,3677,0,2,135,22,0,16,1,1,1061.934571,67921.01387
9200,9370,14300,143001,32,3,10,91945,1000,0,0,3679,0,2,135,22,0,16,1,1,1020.135396,64741.26609
9201,9371,14300,143001,32,3,10,91945,1000,0,0,3680,0,2,135,22,0,16,1,1,1461.328247,105262.8817
9202,9372,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,963.7578876,57596.91385
9203,9373,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,743.3924407,29944.4387
9204,9374,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,719.29964,28986.15323
9205,9375,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,1374.699802,100464.8714
9206,9376,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,972.6592979,58401.53961
9207,9377,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,1271.0322,75833.53018
9208,9378,14300,143002,32,3,10,91945,1000,0,0,3644,0,2,135,22,0,16,1,1,962.0523688,52840.59462
9211,9380,14400,144001,32,3,10,91945,1000,0,0,3440,0,2,135,22,0,16,1,1,1249.699859,75765.74319
9212,9381,14400,144001,32,3,10,91945,1000,0,0,3558,0,2,135,22,0,16,1,1,1255.610759,87184.48359
9213,9382,14400,144001,32,3,10,91945,1000,0,0,3559,0,2,135,22,0,16,1,1,1234.155858,63809.09838
9214,9383,14400,144001,32,3,10,91945,1000,0,0,3560,0,2,135,22,0,16,1,1,1078.498308,66854.43045
9215,9384,14400,144001,32,3,10,91945,1000,0,0,3562,0,2,135,22,0,16,1,1,646.0552088,15768.19419
9216,9385,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,1001.480098,42084.43967
9217,9386,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,813.0665544,40037.11651
9218,9387,14400,144001,32,3,10,91945,1000,0,0,3562,0,2,135,22,0,16,1,1,793.5506789,31908.95158
9219,9388,14400,144001,32,3,10,91945,1000,0,0,3558,0,2,135,22,0,16,1,1,1292.434621,64514.58107
9220,9389,14400,144001,32,3,10,91945,1000,0,0,3558,0,2,135,22,0,16,1,1,1282.130607,74593.01531
9221,9390,14400,144001,32,3,10,91945,1000,0,0,3560,0,2,135,22,0,16,1,1,831.5653416,25683.53271
9222,9391,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,1153.787031,57014.97553
9223,9392,14400,144001,32,3,10,91945,1000,0,0,3562,0,2,135,22,0,16,1,1,870.8520559,34342.97011
9224,9393,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,849.0983235,29146.7026
9225,9394,14400,144001,32,3,10,91945,1000,0,0,3612,0,2,135,22,0,16,1,1,1036.142516,49078.46123
9226,9395,14400,144001,32,3,10,91945,1000,0,0,3616,0,2,135,22,0,16,1,1,1242.11757,46150.59817
9227,9396,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,765.8546229,31837.48893
9228,9397,14400,144001,32,3,10,91945,1000,0,0,3616,0,2,135,22,0,16,1,1,1105.634066,31432.95375
9229,9398,14400,144001,32,3,10,91945,1000,0,0,3612,0,2,135,22,0,16,1,1,1375.181831,50430.23268
9230,9399,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,571.1335302,15196.36241
9231,9400,14400,144001,32,3,10,91945,1000,0,0,3567,0,2,135,22,0,16,1,1,712.3008659,23340.19772
9232,9401,14400,144001,32,3,10,91945,1000,0,0,3616,0,2,135,22,0,16,1,1,884.4735607,19823.70574
9233,9402,14400,144001,32,3,10,91945,1000,0,0,3636,0,2,135,22,0,16,1,1,831.2311241,41467.79655
9234,9403,14400,144001,32,3,10,91945,1000,0,0,3636,0,2,135,22,0,16,1,1,996.6817395,56551.40452
9235,9404,14400,144001,32,3,10,91945,1000,0,0,3636,0,2,135,22,0,16,1,1,906.4381032,29391.0722
9236,9405,14400,144001,32,3,10,91945,1000,0,0,3636,0,2,135,22,0,16,1,1,640.0530348,18543.36105
9237,9406,14400,144001,32,3,10,91945,1000,0,0,3636,0,2,135,22,0,16,1,1,676.1745972,26842.74569
9238,9408,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,1057.731593,37730.20166
9239,9409,14400,144002,32,3,10,91945,1000,0,0,3587,0,2,135,22,0,16,1,1,1602.156033,130350.9
9240,9410,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,897.7054576,39743.80872
9241,9411,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,938.7309135,40744.44649
9242,9412,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,983.2303933,40779.88195
9243,9413,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,925.3059682,39716.22964
9244,9414,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,1466.553808,109517.3322
9245,9415,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,649.9744555,13664.9207
9246,9416,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,874.7652334,33879.79465
9247,9417,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,475.2652921,9874.707211
9248,9418,14400,144002,32,3,10,91945,1000,0,0,3587,0,2,135,22,0,16,1,1,831.7686093,39185.54343
9249,9419,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,572.7103233,15662.05372
9250,9420,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,354.9649597,6053.02084
9251,9421,14400,144002,32,3,10,91945,1000,0,0,3587,0,2,135,22,0,16,1,1,2125.172601,101204.674
9252,9422,14400,144002,32,3,10,91945,1000,0,0,3577,0,2,135,22,0,16,1,1,732.8453133,25258.57852
9253,9423,14400,144002,32,3,10,91945,1000,0,0,3588,0,2,135,22,0,16,1,1,407.4296976,9314.618216
9254,9424,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,1311.213504,74061.73302
9255,9425,14400,144002,32,3,10,91945,1000,0,0,3645,0,2,135,22,0,16,1,1,1187.823689,59376.55016
