node_index,is_stop_only,node_lat,node_lon
151,False,32.74156686148889,-117.01775876245607
152,False,32.74133954527741,-117.04582277914638
153,False,32.741425418354986,-117.02016736843639
154,False,32.741423480127125,-117.01915593482208
155,False,32.74119287253981,-117.04937929747665
156,False,32.741183455153916,-117.04998411042459
157,False,32.741263527134706,-117.0183610170594
158,False,32.74108757087995,-117.04550928040905
159,False,32.741087135914114,-117.04492906268189
160,False,32.741189871790276,-117.02311174442941
161,False,32.74104525043263,-117.04286718223577
162,False,32.74093770782377,-117.04973471727018
163,False,32.740750944499375,-117.03990184923411
164,False,32.740742946477916,-117.04072130936932
165,False,32.740743004839835,-117.036412250253
166,False,32.74072343757257,-117.03904629445671
167,False,32.740723704169866,-117.038574739113
168,False,32.74079645400768,-117.02068420072148
169,False,32.74052078173298,-117.02636774189517
170,False,32.74049197522851,-117.02482923976014
171,False,32.74046964489892,-117.02313144227878
172,False,32.74035913405967,-117.01440182510896
173,False,32.74029286033949,-117.02019649484878
174,False,32.74026891813488,-117.0191881342578
175,False,32.74027007461505,-117.01723688065451
176,False,32.740169287450925,-117.03067367674322
177,False,32.740163482556355,-117.02941831488866
178,False,32.74024410521319,-117.01651202498628
179,False,32.740117629421945,-117.0279739779995
180,False,32.73983408022074,-117.05334753205817
181,False,32.739902081413234,-117.03897714992361
182,False,32.73991248303918,-117.03216411119334
183,False,32.73989621190547,-117.0342940859975
184,False,32.73991606021554,-117.03116575107083
185,False,32.739874386602835,-117.03642726286357
186,False,32.73973148641373,-117.04494448236028
187,False,32.73970297529171,-117.04704810385526
188,False,32.7398551636432,-117.01854385845488
189,False,32.73978514637318,-117.02315145328811
190,False,32.73962427118925,-117.04072753468687
191,False,32.73963016636755,-117.03980724830514
192,False,32.739743685996146,-117.01746645052708
193,False,32.73973784870407,-117.01442245226299
194,False,32.73965485166522,-117.02639263339256
195,False,32.73963574781994,-117.02418430345347
196,False,32.73952582246558,-117.02111012746583
197,False,32.739124772469566,-117.05041745786018
198,False,32.739267352527726,-117.0162176071598
199,False,32.739011827351035,-117.0307284635644
200,False,32.73901441183949,-117.0294504280014
201,False,32.738999999028344,-117.03098100130269
202,False,32.738989501113835,-117.03121607422109
203,False,32.73897020892669,-117.03339152867729
204,False,32.73897798780161,-117.03216557255563
205,False,32.738958906288914,-117.03430525592658
206,False,32.738924697014916,-117.0375179819899
207,False,32.73890976332259,-117.03856501028807
208,False,32.73892325620966,-117.0364512949403
209,False,32.73888241128547,-117.04026233795209
210,False,32.73888299451666,-117.04017128565148
211,False,32.73887389324252,-117.04073380945101
212,False,32.73886257795901,-117.04164103102374
213,False,32.738838479513426,-117.0449611614281
214,False,32.73884358619935,-117.04288639697789
215,False,32.73871728993891,-117.0543292265073
216,False,32.73866484166702,-117.0497140896122
217,False,32.73885564576815,-117.01795302756301
218,False,32.73875345884643,-117.02111637686976
219,False,32.73856383004438,-117.05003992538794
220,False,32.73871508450436,-117.01447536872209
221,False,32.738469098830905,-117.05034273447508
222,False,32.73832790941024,-117.0508102202016
223,False,32.73839601260558,-117.02113926518457
224,False,32.738316210797684,-117.03076782892428
225,False,32.73831380025874,-117.03028000285617
226,False,32.738307925638196,-117.02947019511083
227,False,32.7383061875288,-117.02887505809919
228,False,32.738293975788686,-117.02645218781048
229,False,32.73829075133898,-117.02589441031706
230,False,32.73828475591774,-117.02485861226565
231,False,32.73828053294669,-117.02421792546237
232,False,32.738281338247226,-117.02321305569453
233,False,32.73828422906837,-117.02143422477555
234,False,32.73802711321197,-117.03647256524246
235,False,32.7380408183456,-117.03431984868845
236,False,32.738014134105754,-117.03807569295971
237,False,32.738017705815615,-117.03751638033971
238,False,32.73785229778149,-117.04145959809166
239,False,32.73752994264938,-117.0572744645273
240,False,32.73752609752618,-117.05111837826796
241,False,32.737524837894476,-117.05001562749469
242,False,32.73761670625193,-117.02588971114292
243,False,32.7374398656666,-117.05254522415746
244,False,32.737506492312185,-117.04095243157215
245,False,32.73737462835834,-117.05706816549232
246,False,32.737440525059185,-117.04522821901107
247,False,32.737416098623264,-117.04730928310047
248,False,32.737480063618484,-117.03216528482183
249,False,32.73746395714762,-117.03340415407469
250,False,32.73747631378994,-117.02491979546724
251,True,32.73742030382873,-117.03031761918673
252,False,32.73725014252691,-117.05613092138357
253,False,32.73742110075995,-117.02888675026985
254,False,32.737438191753704,-117.02179429070551
255,False,32.73742642257779,-117.02323482220496
256,False,32.73741060772377,-117.0222493285666
257,False,32.737227948949396,-117.05035032022074
258,False,32.737319882528034,-117.02706798764495
259,False,32.737202892044394,-117.02687833734848
260,False,32.73712995295906,-117.03751495065114
261,False,32.737224937076284,-117.0211745450066
262,False,32.73712555648742,-117.03648077883759
263,False,32.73722028873844,-117.02059890230825
264,False,32.737098363009316,-117.03858782448158
265,False,32.737122792441156,-117.03432468573331
266,False,32.737128619206516,-117.03340767685363
267,False,32.73708110931764,-117.03999578086908
268,False,32.73721248465508,-117.0192069830731
269,False,32.73699485653043,-117.04614451253885
270,False,32.737030309191894,-117.04020345257193
271,False,32.7369291017734,-117.02539952825911
272,False,32.736690708719436,-117.05615785192255
273,False,32.73690138868035,-117.02324647182579
274,False,32.73667883544379,-117.05418704529492
275,False,32.73677507534339,-117.03324843898837
276,False,32.736778460135575,-117.03271514512184
277,False,32.73678194571078,-117.03216559225314
278,False,32.736786726675966,-117.03141117315815
279,False,32.73655979479756,-117.05676544636096
280,False,32.73655160635019,-117.05599398075205
281,False,32.73651241446106,-117.048920587284
282,False,32.736498143061716,-117.04985052098922
283,False,32.736667492948406,-117.01447061317829
284,False,32.73656320076595,-117.02326627130255
285,False,32.73650644877579,-117.03096642383937
286,False,32.736519298193365,-117.02893405956449
287,False,32.73650329559056,-117.03059567192493
288,False,32.736501414125016,-117.03045907274884
289,False,32.73654710038669,-117.02188729713431
290,False,32.73631275049327,-117.05088946615777
291,False,32.73628297596259,-117.04614783684382
292,False,32.73647321344744,-117.01571459425995
293,False,32.73627346569039,-117.04719488201394
294,False,32.736381916980164,-117.01612143048091
295,False,32.73620347161171,-117.03755219834946
296,False,32.736207489052894,-117.03649209686071
297,False,32.73621301157316,-117.03432959281052
298,False,32.73627415528574,-117.021143460793
299,False,32.736157950336505,-117.03822494590989
300,False,32.73607709759154,-117.02539528326504
301,False,32.73606675583992,-117.02441635616857
302,False,32.73591452463625,-117.02063626291584
303,False,32.73584381941154,-117.02708749097447
304,False,32.73583627797905,-117.01908115251645
305,False,32.73579863495644,-117.02328953538004
306,False,32.73575672030457,-117.02826067193776
307,False,32.73577781572898,-117.02416719010985
308,False,32.735553324809274,-117.05101914543683
309,False,32.73554713663104,-117.04985489681144
310,False,32.73562926652366,-117.03059768547904
311,False,32.73563017938388,-117.03001884961309
312,False,32.73570373587156,-117.01749492268773
313,False,32.7355439281594,-117.02382719505039
314,False,32.73556880758599,-117.01966091321236
315,False,32.73521899811839,-117.05466801540473
316,False,32.73531657323889,-117.03655568773453
317,False,32.73531945432295,-117.03610369625609
318,False,32.73529673247194,-117.03923184227486
319,False,32.73530323983802,-117.0382140488987
320,False,32.735327903651985,-117.03434448165814
321,False,32.73528813491073,-117.04014555532727
322,False,32.73533207659931,-117.03325512488577
323,False,32.73533428525001,-117.03290718885802
324,False,32.73528036750757,-117.04049994515306
325,False,32.73525462382626,-117.04151431356328
326,False,32.73522084674926,-117.04292209154353
327,False,32.735332094519755,-117.02542124713875
328,False,32.73520802949045,-117.04406014815874
329,False,32.735200153325636,-117.04506492040728
330,False,32.73532686176461,-117.02450415968796
331,False,32.7351835178509,-117.0461574152495
332,False,32.7351435875553,-117.04935694227535
333,False,32.73511604943892,-117.04978919755823
334,False,32.735140185340796,-117.03274286867712
335,False,32.73521778078078,-117.01909526613338
336,False,32.73503377894618,-117.0321858467827
337,False,32.73485995349299,-117.03229161999013
338,False,32.734643883244104,-117.05806937201844
339,False,32.7346726306807,-117.05331348684487
340,False,32.734789559716575,-117.03206526757879
341,False,32.73472267458565,-117.03183513218418
342,False,32.73471130254018,-117.03059280601792
343,False,32.734701084232555,-117.02960088662007
344,False,32.734688336318534,-117.02813742009172
345,False,32.73468092854209,-117.02713251861105
346,False,32.73460739982314,-117.03656561738829
347,False,32.73467390127215,-117.02606583469783
348,False,32.734591276402575,-117.03823044404284
349,False,32.734669582370934,-117.02544143266783
350,False,32.73471679327432,-117.01789419282827
351,False,32.734668857198066,-117.02511948861516
352,False,32.73466028824991,-117.02385767791718
353,False,32.73465538744206,-117.02332432413607
354,False,32.73464496749175,-117.02191616577032
355,False,32.73463895161929,-117.02068039023649
356,False,32.73442951143104,-117.05308363808018
357,False,32.73463689861629,-117.01968854482112
358,False,32.73438850879064,-117.0564197059065
359,False,32.73462788279317,-117.01672274009069
360,False,32.73462816394193,-117.0159912846883
361,False,32.73462606332148,-117.01560046381552
362,False,32.734617012083895,-117.01448859602895
363,False,32.734614778851046,-117.01396176704013
364,False,32.7343310452994,-117.05806082231832
365,False,32.734453771043626,-117.03608947015226
366,False,32.73429584702042,-117.05503680508558
367,False,32.73436390446548,-117.03206608494925
368,False,32.73419916133721,-117.0429422208006
369,False,32.73419329861765,-117.04187726769943
370,False,32.734089948169974,-117.04765507085672
371,False,32.73407845308692,-117.04826536404968
372,False,32.73394377391841,-117.05549860706124
373,False,32.7338742175665,-117.05352083234007
374,False,32.733893266281314,-117.04121917330843
375,False,32.73378304019015,-117.05317205092922
376,False,32.73387383708956,-117.03824353807222
377,False,32.733890121151575,-117.0356909660404
378,False,32.73387542941842,-117.03756391162209
379,False,32.73388190229039,-117.03654938622233
380,False,32.733761035596494,-117.05275235931359
381,False,32.73381716477564,-117.04408013415124
382,False,32.733712680677634,-117.05469003162611
383,False,32.73361579666697,-117.05605818165972
384,False,32.733780672022455,-117.02431171809583
385,False,32.733568518865376,-117.05654527168059
386,False,32.7336570837391,-117.03170535947498
387,False,32.73345937444516,-117.04833081249967
388,False,32.73353708481512,-117.03329120055375
389,False,32.73353797256251,-117.0331513786454
390,False,32.73350157321522,-117.03757357790253
391,False,32.7335218768668,-117.03438694062878
392,False,32.73354942966702,-117.0296069576588
393,False,32.73357673105142,-117.02334700634816
394,False,32.73358159982475,-117.02195401620273
395,False,32.73348505240294,-117.03499145773552
396,False,32.73337928660588,-117.04122106227793
397,False,32.73336538886831,-117.04295742620582
398,False,32.73330453955858,-117.04765334682344
399,False,32.733251966156246,-117.05411024721013
400,False,32.733319925240764,-117.03329577078232
401,False,32.73324743386064,-117.02431678829693
402,False,32.73323698162673,-117.02335415107717
403,False,32.73314581071957,-117.03603878077901
404,False,32.73307169814404,-117.0381778301139
405,False,32.73298440758053,-117.04857499575046
406,False,32.73319327295368,-117.01449250417217
407,False,32.73292758255901,-117.05496252079486
408,False,32.73298098146312,-117.04417990681424
409,False,32.73288699646275,-117.05507146707012
410,False,32.73295038154671,-117.04509014860496
411,False,32.73308303410413,-117.02335930375716
412,False,32.73293143675879,-117.04674841424826
413,False,32.7330795365559,-117.02260159516086
414,False,32.73286610851635,-117.0504711742715
415,False,32.732920341234596,-117.02432041468052
416,False,32.732752387414024,-117.04813854623478
417,False,32.73269818659351,-117.05557827312526
418,False,32.732668594116156,-117.05716164669121
419,False,32.73282739819272,-117.02336356402559
420,False,32.73282394140149,-117.02259935433023
421,False,32.73259830411551,-117.05582647599073
422,False,32.73267017541371,-117.04122119925499
423,False,32.73264089175442,-117.04192983411046
424,False,32.73269693870736,-117.03054894863293
425,False,32.73252599005901,-117.05374592237142
426,False,32.73258801201856,-117.04416986499658
427,False,32.73268557702972,-117.01658227210844
428,False,32.73262036363661,-117.02613229449766
429,False,32.73244974299543,-117.05110149714523
430,False,32.73251025642767,-117.0365729137996
431,False,32.732579428233585,-117.0252116725438
432,False,32.73238409576543,-117.05062938685816
433,False,32.732592778181115,-117.0173619042389
434,False,32.732401816620936,-117.03719954615065
435,False,32.732407188242654,-117.01449544027959
436,False,32.732106227110265,-117.05657767066764
437,False,32.731966244488675,-117.04937039516344
438,False,32.73179082694708,-117.06108503022391
439,False,32.731846655069226,-117.0337411819439
440,False,32.73184483434618,-117.03316234653148
441,False,32.731844108687596,-117.03284366434528
442,False,32.731842545037644,-117.03179006951645
443,False,32.73183949983796,-117.03053485054335
444,False,32.73171239097166,-117.04942088536484
445,False,32.731710607693216,-117.04937457992625
446,False,32.73182660277451,-117.02822596417379
447,False,32.73182814782542,-117.02747489203665
448,False,32.731829263757625,-117.0269317714336
449,False,32.7318318780908,-117.02607982842049
450,False,32.731834629600755,-117.02520512082606
451,False,32.73183769189428,-117.02340365231127
452,False,32.731843232100104,-117.02164123358828
453,False,32.73184965026944,-117.01929349702337
454,False,32.73164544934842,-117.05052187072926
455,False,32.73184175049221,-117.01791466918294
456,False,32.73168162389268,-117.03807434755846
457,False,32.73167020072442,-117.0387319455616
458,False,32.73167680530954,-117.03753775941595
459,False,32.73166422835234,-117.0390757426741
460,False,32.7316939668615,-117.03441294413123
461,False,32.73165169682061,-117.03974549872258
462,False,32.731610100584184,-117.04194658538326
463,False,32.7314995293419,-117.05846465750658
464,False,32.73158690521925,-117.042990200237
465,False,32.73154019018737,-117.04937628588971
466,False,32.73155693795576,-117.04636203203769
467,False,32.73154416685179,-117.04791301831922
468,False,32.73143320839631,-117.0539960984187
469,False,32.731033826065485,-117.05938065872726
470,False,32.7311606431796,-117.02748518393842
471,False,32.73106666296096,-117.02669742812402
472,False,32.731056643267294,-117.02610551901535
473,False,32.73095277563863,-117.0410185858758
474,False,32.730926252534864,-117.04195072534397
475,False,32.73104618022882,-117.02032054312973
476,False,32.730987288950466,-117.02925911580355
477,False,32.730979784990794,-117.0282705143016
478,False,32.73079734533553,-117.05203273820081
479,False,32.731024674227804,-117.01449970584103
480,False,32.73073256378389,-117.05816496322612
481,False,32.730728964414915,-117.05367100130141
482,False,32.73076538751105,-117.03954647322855
483,False,32.73075300002158,-117.04052321535248
484,False,32.730761048362154,-117.03866858739977
485,False,32.73077458245614,-117.02899384297397
486,False,32.73077922091877,-117.02825898781457
487,False,32.73084352409766,-117.01711579499833
488,False,32.73082085085092,-117.01634168072843
489,False,32.73075379029481,-117.02136830590426
490,False,32.730465023559404,-117.05967829608113
491,False,32.73046875833799,-117.05878471082102
492,False,32.73048622813548,-117.04787742240886
493,False,32.73048968689286,-117.04698142192069
494,False,32.73034110158202,-117.05203183774323
495,False,32.730356782428714,-117.03945472284141
496,False,32.730437066503214,-117.02672764840831
497,False,32.730339482187944,-117.04039873314635
498,False,32.73042879546682,-117.02629509415618
499,False,32.73036778151737,-117.01450051081287
500,False,32.73032330923524,-117.02068489947024
501,False,32.73011344955095,-117.05322640405174
502,False,32.73020602440559,-117.03370708099627
503,False,32.73008875842985,-117.04473265436934
504,False,32.72998305897524,-117.06055461561121
505,True,32.730073566916346,-117.04607755030916
506,False,32.73007745627684,-117.04544908435884
507,False,32.730025647028114,-117.04300866901971
508,False,32.73005798546093,-117.02582032755608
509,False,32.73005853124715,-117.02529680453614
510,False,32.73006386222973,-117.0244481510386
511,False,32.72996553658876,-117.03175715978328
512,False,32.72983414289314,-117.04415154853271
513,False,32.7298276670394,-117.04473029986143
514,False,32.72981578931213,-117.03930307445026
515,False,32.72972877466976,-117.04600082983835
516,False,32.72989095440624,-117.01931051279395
517,False,32.72966671433924,-117.04922272019353
518,False,32.72981300492559,-117.02631568356207
519,False,32.72966287040641,-117.04939177459728
520,False,32.72964787814296,-117.0504321877913
521,False,32.7296347147744,-117.05118971804654
522,False,32.72972255448897,-117.03754956110814
523,False,32.72983247233527,-117.01931180372723
524,False,32.72961831220794,-117.05202200810082
525,False,32.72961012784941,-117.05285762448048
526,False,32.72960181071941,-117.05371274983816
527,False,32.72958679317017,-117.05517263293322
528,False,32.729709866230294,-117.03566020111066
529,False,32.729571008279464,-117.05632685071181
530,False,32.72954605371215,-117.05845974368476
531,False,32.72951575775272,-117.06223470553212
532,False,32.7295267939281,-117.06055692256245
533,False,32.729674636928394,-117.02821021269513
534,False,32.729679024790585,-117.0275143850414
535,False,32.72967967742228,-117.02697460660194
536,False,32.729354149413695,-117.0508002144099
537,False,32.7295487063774,-117.01442013805298
538,False,32.72934493905965,-117.04052819283417
539,False,32.72932976165706,-117.0418921490975
540,False,32.72938763992081,-117.0275215693977
541,False,32.72943268155502,-117.02023213509169
542,False,32.72932743813202,-117.0322620163551
543,False,32.7293214073874,-117.03277898313091
544,False,32.72909044762916,-117.06587594030925
545,False,32.72919210991233,-117.0458905136978
546,False,32.72933452399707,-117.01580198116555
547,False,32.72912878453997,-117.04782936730248
548,False,32.7292528508666,-117.01931295795383
549,False,32.729068064459625,-117.04685316301742
550,False,32.72894805412699,-117.0637154972599
551,False,32.72898629782111,-117.03057786587745
552,False,32.72898703848746,-117.03046081169711
553,False,32.72897531238837,-117.03187844336568
554,False,32.728989024541015,-117.02927721515894
555,False,32.728989151173515,-117.0288219768506
556,False,32.728991060030104,-117.02851958683281
557,False,32.728990096709374,-117.02823668481845
558,False,32.729005130822465,-117.02585007925059
559,False,32.72905026001678,-117.018641488279
560,False,32.7289925325017,-117.02697830355075
561,False,32.729005590163666,-117.02446486477042
562,False,32.72887115324406,-117.04388273914921
563,False,32.72886814620697,-117.04349576143278
564,False,32.728995200253365,-117.02349251934534
565,False,32.728997238222085,-117.0214114583575
566,False,32.728829403582736,-117.04775014810357
567,False,32.72886996326927,-117.04107327195648
568,False,32.72899609106345,-117.02071558764509
569,False,32.72879232993144,-117.04924076504015
570,False,32.728879891773495,-117.02697080710213
571,False,32.728545700328745,-117.06803326415596
572,False,32.72855914720417,-117.0647556955129
573,False,32.728843680932115,-117.01915344536143
574,False,32.72862264517598,-117.04576647329971
575,False,32.7285320761358,-117.04574614545828
576,False,32.72849930129195,-117.04699124027587
577,False,32.728688419086666,-117.01539315938712
578,False,32.72852479783288,-117.04042873571073
579,False,32.728528904537164,-117.03932513862743
580,False,32.728467344749426,-117.03353228767816
581,False,32.72844742111659,-117.03450435931919
582,False,32.728546495939966,-117.0178859559825
583,False,32.72851821939212,-117.02021715504667
584,False,32.72852837326439,-117.01593804944342
585,False,32.72834914011219,-117.0278896001531
586,False,32.72819221170949,-117.03845792291688
587,False,32.72819736151309,-117.03492810070011
588,False,32.72820007120379,-117.03450215748077
589,False,32.72820044393203,-117.03357868963107
590,False,32.7282591776607,-117.0198864736722
591,False,32.72795835083215,-117.04776349338317
592,False,32.72814507700792,-117.01790847159123
593,False,32.728128283046296,-117.0153037517383
594,False,32.72811056562271,-117.01594417322012
595,False,32.72791019125276,-117.04457969091219
596,False,32.72799675895206,-117.02097673507897
597,False,32.72798952410007,-117.01861272372861
598,False,32.72783483308659,-117.03358844550309
599,False,32.727829113303805,-117.03189103593826
600,False,32.72772876565344,-117.03755120199668
601,False,32.72768360593459,-117.04006111738876
602,False,32.72764210267882,-117.04169538379736
603,False,32.727615058441025,-117.01695437635246
604,False,32.72762734557959,-117.01423562332562
605,False,32.727231535423954,-117.0718124687682
606,False,32.727214744466515,-117.07144487781116
607,False,32.72753766507286,-117.02099222864766
608,False,32.72721039529584,-117.07127250080542
609,False,32.72720593766455,-117.07111638096463
610,False,32.72746085731356,-117.03188451714485
611,False,32.727185681244286,-117.07044310473772
612,False,32.7274820254357,-117.02427911368962
613,False,32.727484576397096,-117.02339012413265
614,False,32.72751529777485,-117.01841023840977
615,False,32.72717671075991,-117.06806933153648
616,False,32.72726679466723,-117.04547133918557
617,False,32.72727806897247,-117.03036763852955
618,False,32.72701898503236,-117.04083879898243
619,False,32.727066582985294,-117.0233617827851
620,False,32.72693087991616,-117.03785627884156
621,False,32.727023832080306,-117.02141044314061
622,False,32.72686951064361,-117.04388529106023
623,False,32.72684388074563,-117.04538497328919
624,False,32.726993665996,-117.01919908339634
625,False,32.72695409795035,-117.01539761017854
626,False,32.72671410752426,-117.04636054255334
627,False,32.72668016286888,-117.04266966367106
628,False,32.72660173715839,-117.04928597015031
629,False,32.72677313877308,-117.01886224355879
630,False,32.726613172108024,-117.04025962389146
631,False,32.726674992795154,-117.02881128449901
632,False,32.72658811342227,-117.04159580727719
633,False,32.726454064728706,-117.0491708249323
634,False,32.72628353356296,-117.04108907508845
635,False,32.7261936772585,-117.03967057680613
636,False,32.72626766472516,-117.02058442510774
637,False,32.7261712901368,-117.02762000559643
638,False,32.7261547726458,-117.02544130004105
639,False,32.725969160048805,-117.04253645723972
640,False,32.72597445729095,-117.03483026500055
641,False,32.726008475325024,-117.02946546469002
642,False,32.72582664974832,-117.04801407808178
643,False,32.725970999971786,-117.0201168561823
644,False,32.725900043574555,-117.02091612262107
645,False,32.72575338830128,-117.04360753528167
646,False,32.72588247889009,-117.02328311247734
647,False,32.7257098052106,-117.04738221542884
648,False,32.72584838834621,-117.0213883156345
649,False,32.725730559882955,-117.03902586810867
650,False,32.725856268789386,-117.01868191163966
651,False,32.72549827476289,-117.04523752207314
652,False,32.72551071108041,-117.0424510455538
653,False,32.72555726779884,-117.02605058759082
654,False,32.72542247645939,-117.04633586517963
655,False,32.72555058884897,-117.02536444650856
656,False,32.725545120342396,-117.024047520296
657,False,32.72527016669299,-117.03838444213775
658,False,32.72523106144209,-117.02983576867679
659,False,32.72527712654411,-117.02075785105795
660,False,32.7249974834196,-117.04233587837851
661,False,32.725008663056364,-117.02762275357492
662,False,32.72497347318467,-117.02316458453025
663,False,32.724858475551045,-117.03700210787544
