node_index,is_stop_only,pos_x,pos_y
372,False,6304871.0,1828232.0
366,False,6305106.0,1828309.0
309,False,6297695.0,1828751.0
299,False,6298009.001,1828855.0
113,False,6304043.0,1830664.0
100,False,6304734.37,1830765.711
103,False,6301080.999,1819805.0
98,False,6301245.0,1819856.0
764,False,6297627.898,1824567.381
799,False,6297727.566,1824252.531
832,False,6298141.0,1824038.0
874,False,6298241.0,1823720.0
120,False,6301669.999,1819601.0
147,False,6301855.299,1819106.054
49,False,6301461.0,1820249.0
84,False,6301556.0,1819950.0
1052,False,6300914.0,1821972.0
1073,False,6300991.0,1821724.0
808,False,6300205.0,1824174.0
836,False,6300253.0,1824025.0
379,False,6304753.0,1828192.0
414,False,6304844.0,1827909.0
446,False,6304976.0,1827635.0
378,False,6304614.0,1828198.0
217,False,6299897.0,1829472.0
185,True,6301139.0,1829866.0
187,False,6301427.0,1829856.0
107,False,6299765.0,1819790.0
119,False,6299193.0,1819603.0
94,False,6301399.0,1819904.0
352,False,6298839.0,1828429.0
369,False,6298890.0,1828272.0
268,False,6298640.0,1829063.0
294,False,6298690.0,1828902.0
1124,False,6301161.0,1821188.0
10,False,6301365.0,1820554.0
752,False,6300050.0,1824651.0
312,False,6299783.0,1828741.0
353,False,6299883.0,1828424.0
592,False,6301638.999,1826207.0
578,False,6301948.999,1826303.0
750,False,6296895.999,1824677.0
759,False,6296656.0,1824600.0
482,False,6306132.0,1827318.0
483,False,6306313.0,1827317.0
800,False,6298780.0,1824242.0
795,False,6298944.0,1824295.999
736,False,6300522.999,1824805.0
733,False,6300677.999,1824853.999
720,False,6300987.0,1824952.0
712,False,6301312.0,1825060.0
706,False,6301455.0,1825106.0
656,False,6303932.0,1825560.0
614,False,6305134.0,1825975.0
754,False,6302141.0,1824634.001
748,False,6302307.0,1824687.0
623,False,6306056.0,1825890.0
617,False,6306229.0,1825947.0
565,False,6299131.0,1826440.0
631,False,6299332.0,1825810.0
440,False,6298732.0,1827699.0
472,False,6298829.0,1827386.0
59,False,6301150.0,1820148.0
520,False,6299659.0,1826963.0
540,False,6299757.0,1826643.0
300,False,6299055.0,1828849.0
337,False,6299157.0,1828533.0
821,False,6300568.0,1824124.0
873,False,6300697.0,1823729.0
609,False,6299946.0,1826003.0
618,False,6299927.0,1825935.0
439,False,6305183.0,1827700.0
462,False,6305315.0,1827466.0
605,False,6301333.262,1826045.237
722,False,6297689.0,1824930.0
728,False,6297525.0,1824883.0
746,False,6298101.0,1824719.0
751,False,6297940.0,1824667.0
822,False,6296380.0,1824115.0
829,False,6296047.0,1824061.0
665,False,6301527.0,1825478.0
654,False,6301841.0,1825576.0
699,False,6300579.0,1825171.0
694,False,6300739.999,1825217.0
671,False,6301357.001,1825421.0
647,False,6302153.0,1825675.0
823,False,6297256.0,1824103.0
830,False,6297099.0,1824056.0
788,False,6298041.0,1824353.0
779,False,6299425.0,1824448.001
773,False,6299583.0,1824500.0
667,False,6302571.0,1825463.0
655,False,6302886.0,1825566.999
571,False,6305377.0,1826376.0
566,False,6305516.0,1826421.0
552,False,6305854.0,1826532.0
544,False,6306078.0,1826603.0
858,False,6297512.0,1823833.0
867,False,6297357.0,1823785.0
840,False,6299047.0,1823981.0
818,False,6299517.0,1824133.0
687,False,6302984.0,1825266.0
677,False,6303300.464,1825363.217
877,False,6298084.0,1823673.001
883,False,6297927.0,1823622.0
889,False,6297772.0,1823572.0
900,False,6298497.0,1823458.999
907,False,6298346.0,1823406.0
885,False,6298944.0,1823602.0
895,False,6298659.0,1823510.0
739,False,6302616.0,1824785.0
734,False,6302771.0,1824836.0
744,False,6302459.0,1824733.0
761,False,6301986.0,1824583.0
697,False,6303878.0,1825193.0
691,False,6304035.0,1825242.0
649,False,6305368.0,1825667.0
643,False,6305494.0,1825708.0
921,False,6300140.0,1823280.0
960,False,6300233.0,1822999.0
785,False,6299783.0,1824396.0
827,False,6299886.0,1824075.0
487,False,6299557.0,1827271.999
453,False,6299458.0,1827586.0
896,False,6300770.999,1823497.0
937,False,6300872.0,1823185.0
633,False,6305720.0,1825783.0
972,False,6296767.0,1822908.0
1003,False,6296867.0,1822595.0
604,False,6295758.0,1826050.0
638,False,6295867.0,1825737.0
1029,False,6296969.0,1822276.0
1080,False,6297171.0,1821646.0
966,False,6302333.0,1822958.0
999,False,6302438.0,1822644.0
887,False,6302132.001,1823587.0
923,False,6302236.0,1823272.999
289,False,6300412.0,1828942.999
323,False,6300513.0,1828628.0
402,False,6300719.0,1827997.0
423,False,6300769.0,1827836.0
1036,False,6303629.0,1822164.0
1077,False,6303781.0,1821688.0
906,False,6303227.0,1823423.0
924,False,6303278.0,1823265.0
160,False,6301038.0,1830178.0
670,False,6302933.0,1825424.0
682,False,6302961.0,1825332.0
274,False,6301783.0,1829020.0
298,False,6301831.0,1828866.0
1006,False,6306195.0,1822577.0
1032,False,6306141.0,1822249.999
196,False,6302935.0,1829754.0
206,False,6302987.0,1829599.0
1019,False,6302531.0,1822449.0
1047,False,6302634.0,1822029.0
717,False,6302721.001,1824992.0
1107,False,6304245.0,1821327.0
1131,False,6304298.0,1821153.0
314,False,6301877.0,1828720.0
429,False,6302173.0,1827770.0
463,False,6302274.0,1827453.0
757,False,6306347.999,1824604.0
843,False,6306539.0,1823969.0
218,False,6303037.0,1829452.0
740,False,6297212.0,1824778.0
745,False,6297053.999,1824727.001
664,False,6300480.0,1825502.001
646,False,6301105.0,1825687.0
503,False,6305490.0,1827107.0
499,False,6305661.0,1827164.0
676,False,6301211.0,1825377.0
716,False,6300105.0,1825012.0
711,False,6300267.0,1825068.001
612,False,6303103.0,1825984.0
594,False,6303731.0,1826188.0
766,False,6299734.0,1824550.0
758,False,6299896.0,1824602.0
648,False,6303202.0,1825670.0
624,False,6303832.0,1825874.001
743,False,6300367.0,1824754.0
726,False,6300839.0,1824905.0
678,False,6302252.0,1825361.0
575,False,6305274.0,1826341.999
853,False,6297669.0,1823886.0
872,False,6297201.0,1823735.001
721,False,6302041.091,1824947.092
714,False,6302327.0,1825038.0
894,False,6297612.0,1823524.0
899,False,6297459.0,1823476.0
904,False,6297301.0,1823426.0
884,False,6298982.0,1823613.999
879,False,6299145.0,1823665.0
828,False,6300414.0,1824074.0
709,False,6303567.0,1825093.0
703,False,6303720.0,1825142.0
627,False,6305890.0,1825836.0
610,False,6306397.0,1826000.999
19,False,6306578.534,1826065.778
987,False,6297500.0,1822792.0
992,False,6297345.0,1822745.999
251,False,6298953.0,1829165.0
277,False,6299001.001,1829007.0
974,False,6305829.0,1822897.0
979,False,6305654.0,1822862.0
701,False,6301629.429,1825163.973
742,False,6301753.715,1824762.832
850,False,6302031.0,1823902.0
413,False,6298312.0,1827911.0
405,False,6298469.0,1827959.0
302,False,6301146.0,1828832.0
290,False,6301452.0,1828928.0
273,False,6302823.0,1829024.0
385,False,6300142.0,1828159.0
376,False,6300301.0,1828212.0
354,False,6300930.0,1828415.0
340,False,6301248.0,1828514.0
197,False,6305043.001,1829741.0
192,False,6305344.0,1829841.999
765,False,6298682.0,1824555.0
847,False,6298883.0,1823927.0
564,False,6298076.0,1826446.0
601,False,6298175.0,1826130.0
223,False,6297598.0,1829417.0
221,False,6297624.0,1829425.0
243,False,6296999.0,1829223.0
237,False,6297168.0,1829276.0
71,False,6302413.999,1830956.0
64,False,6302572.0,1831003.0
1045,False,6301581.0,1822059.0
1053,False,6301609.0,1821972.0
388,False,6298941.999,1828115.0
384,False,6299101.0,1828161.0
375,False,6299256.0,1828218.0
445,False,6298571.0,1827649.0
401,False,6299672.0,1828005.0
397,False,6299830.0,1828057.0
371,False,6300460.999,1828261.001
1023,False,6299385.0,1822358.0
1072,False,6299587.0,1821725.999
1097,False,6299687.0,1821411.0
1137,True,6299788.0,1821098.0
997,False,6299285.0,1822670.0
730,False,6298578.0,1824873.0
