stop_id,stop_lat,stop_lon,string_id
59013,32.6893702,-117.0854323,59013
50086,32.69144977,-117.0786621,50086
50054,32.68536435,-117.1004943,50054
59010,32.68507606,-117.100849,59010
50067,32.68811141,-117.0906857,50067
99311,32.68777031,-117.091131,99311
99310,32.68712753,-117.093491,99310
99313,32.6872719,-117.0936809,99313
50026,32.68102893,-117.1018402,50026
50077,32.68102533,-117.1023602,50077
99306,32.68156334,-117.1004707,99306
50034,32.6829447,-117.0950402,50034
10543,32.75521009,-117.1297759,10543
11296,32.75549333,-117.1305268,11296
10189,32.75515457,-117.1224991,10189
10942,32.75542033,-117.1218414,10942
10190,32.75515393,-117.1175225,10190
10196,32.75513002,-117.1181858,10196
11329,32.75539432,-117.117733,11329
11334,32.75540376,-117.1183446,11334
10201,32.75511258,-117.1155825,10201
11333,32.75538371,-117.1161131,11333
10204,32.75509992,-117.1138594,10204
10960,32.7553639,-117.1134489,10960
11344,32.75534847,-117.1113313,11344
10609,32.75501257,-117.1015147,10609
10986,32.75528888,-117.1017028,10986
10247,32.75669001,-117.0869294,10247
10639,32.75724196,-117.0829403,10639
11013,32.75740124,-117.0833679,11013
10250,32.75787567,-117.0786266,10250
10257,32.7576761,-117.0796949,10257
11389,32.75786887,-117.080048,11389
10655,32.75841879,-117.0746861,10655
11399,32.75854263,-117.0750743,11399
10659,32.75871553,-117.0726429,10659
10665,32.75972655,-117.070229,10665
11033,32.75990727,-117.0703315,11033
10679,32.76373731,-117.0626446,10679
11418,32.76349878,-117.0638069,11418
11053,32.76873316,-117.0527067,11053
10691,32.76855582,-117.0508118,10691
10697,32.76862142,-117.0466223,10697
11438,32.7688439,-117.0474962,11438
10303,32.76872907,-117.0405659,10303
11445,32.76894484,-117.0407793,11445
10129,32.75513971,-117.1426363,10129
11270,32.75544263,-117.1429353,11270
11406,32.75915208,-117.0718858,11406
11010,32.75707862,-117.085554,11010
10139,32.7551642,-117.1377184,10139
10682,32.76504358,-117.0604446,10682
11044,32.76517643,-117.0607223,11044
10620,32.75535434,-117.0967034,10620
11369,32.75546769,-117.0972874,11369
10673,32.76150228,-117.0664689,10673
11412,32.76121435,-117.0676145,11412
11355,32.75529902,-117.1042107,11355
13531,32.75503113,-117.1036031,13531
10260,32.75814842,-117.0768922,10260
11025,32.75818964,-117.0777123,11025
88979,32.7560106,-117.091855,88979
88980,32.75619517,-117.0920347,88980
10612,32.75500376,-117.1004022,10612
11364,32.75521584,-117.099539,11364
13484,32.7553764,-117.1089018,13484
13485,32.75502129,-117.1085861,13485
10548,32.75519125,-117.1274045,10548
11303,32.75549745,-117.128019,11303
10306,32.76863289,-117.0379853,10306
11065,32.76890444,-117.0380723,11065
10517,32.75514164,-117.1397056,10517
11351,32.75531149,-117.1063771,11351
13528,32.75503613,-117.1056588,13528
10607,32.75587673,-117.0947526,10607
10623,32.75572275,-117.0941607,10623
10290,32.76813892,-117.0544808,10290
10533,32.75516331,-117.1347813,10533
13430,32.75547827,-117.1349373,13430
10502,32.75512019,-117.1457098,10502
10310,32.76819913,-117.0335897,10310
11079,32.76839032,-117.0339525,11079
10688,32.76703206,-117.0568877,10688
11049,32.76720356,-117.0571398,11049
10894,32.75545775,-117.1385573,10894
13554,32.75517706,-117.1382227,13554
99199,32.75545774,-117.1393217,99199
10150,32.75517721,-117.1328396,10150
11290,32.75547964,-117.1328263,11290
11377,32.7567288,-117.0880975,11377
13555,32.75653907,-117.0877054,13555
75066,32.71013009,-117.063361,75066
75067,32.71008392,-117.06311,75067
99108,32.71017768,-117.0634382,99108
50102,32.67565802,-117.0796037,50102
50180,32.67436349,-117.0789078,50180
50127,32.68801827,-117.0845712,50127
50176,32.68836239,-117.08449,50176
50103,32.67256888,-117.078475,50103
50181,32.67228251,-117.0781441,50181
50132,32.66862684,-117.0769432,50132
50158,32.66917847,-117.0769006,50158
50128,32.68574069,-117.0836234,50128
50156,32.68644105,-117.0836983,50156
12169,32.7234569,-117.0850492,12169
50129,32.68428506,-117.0830571,50129
50177,32.6831217,-117.0823539,50177
12165,32.70386508,-117.0851276,12165
60637,32.74541738,-117.0922092,60637
50121,32.69005319,-117.0852308,50121
50172,32.69000254,-117.0849995,50172
91043,32.70724308,-117.0851141,91043
12168,32.72051059,-117.0850382,12168
12894,32.72203533,-117.0847308,12894
11750,32.71255296,-117.0851449,11750
12543,32.71228537,-117.0848855,12543
12167,32.71516435,-117.0850981,12167
12544,32.71489119,-117.0848484,12544
60635,32.74289769,-117.0922296,60635
11749,32.69800489,-117.0851859,11749
12541,32.6977263,-117.0849264,12541
50123,32.69652605,-117.0852076,50123
12892,32.70368007,-117.0848495,12892
12893,32.70848706,-117.0848691,12893
50188,32.6851551,-117.0831989,50188
50101,32.6796293,-117.0801363,50101
50178,32.68014896,-117.0801484,50178
50133,32.66586573,-117.0759555,50133
50159,32.66635608,-117.0757878,50159
50179,32.67644799,-117.0795546,50179
50099,32.69381058,-117.0852014,50099
50173,32.69385058,-117.0849775,50173
99002,32.66178978,-117.078403,99002
99003,32.66200559,-117.0785999,99003
60634,32.74015762,-117.0922034,60634
12164,32.6999673,-117.0851882,12164
12542,32.69987819,-117.0849533,12542
12166,32.70890865,-117.0851169,12166
88880,32.74754584,-117.0921258,88880
50130,32.68144619,-117.0815844,50130
70024,32.71000327,-117.0866325,70024
75068,32.70958396,-117.0861291,75068
75069,32.70950703,-117.085761,75069
91031,32.70998947,-117.0862357,91031
91032,32.71000728,-117.0860408,91032
91033,32.70995988,-117.0861411,91033
91035,32.70995836,-117.0863654,91035
91037,32.70979656,-117.0863119,91037
91038,32.709787,-117.0861005,91038
91039,32.70995421,-117.0857607,91039
91040,32.70995542,-117.0855819,91040
91041,32.71011824,-117.0862954,91041
94017,32.71011464,-117.0860158,94017
11735,32.72393024,-117.0938465,11735
12524,32.72408246,-117.0936918,12524
11727,32.7441731,-117.1010262,11727
12517,32.74385848,-117.100815,12517
12518,32.75481199,-117.1007094,12518
60627,32.73884073,-117.1010657,60627
99037,32.72862462,-117.0990616,99037
99038,32.72853475,-117.0993404,99038
12135,32.74601477,-117.1010017,12135
99384,32.74619743,-117.1008181,99384
60629,32.73162521,-117.1011684,60629
99127,32.73172297,-117.1009417,99127
12866,32.75738681,-117.1007863,12866
12134,32.74238649,-117.1010382,12134
12516,32.74194531,-117.1008453,12516
60628,32.73531676,-117.1011228,60628
99126,32.735412,-117.1008635,99126
12136,32.75285625,-117.1009344,12136
12865,32.75347606,-117.1007322,12865
99355,32.73788684,-117.1010891,99355
99125,32.73892212,-117.1008226,99125
12139,32.72609785,-117.0979935,12139
12868,32.72693365,-117.097956,12868
12872,32.76738401,-117.0966603,12872
12515,32.74015891,-117.1008281,12515
60626,32.74044595,-117.101052,60626
11729,32.74978593,-117.1009698,11729
12864,32.7500346,-117.1007803,12864
12863,32.74768727,-117.1007967,12863
11225,32.76165904,-117.1692364,11225
11623,32.76169329,-117.1694352,11623
10692,32.74140218,-117.0488901,10692
10637,32.72127357,-117.0843887,10637
10642,32.72141025,-117.0824651,10642
11384,32.72160189,-117.0829839,11384
75088,32.71679,-117.1596779,75088
75089,32.716724,-117.1597201,75089
12009,32.75342291,-117.1650099,12009
12012,32.71762489,-117.1648203,12012
99039,32.71581374,-117.1648048,99039
96010,32.71370605,-117.1647471,96010
10487,32.71255487,-117.1516235,10487
75098,32.706942,-117.1597629,75098
75099,32.7067651,-117.1595992,75099
11717,32.72488655,-117.1082112,11717
11616,32.74746879,-117.1714008,11616
12726,32.74716769,-117.1712351,12726
11615,32.74535218,-117.171434,11615
12725,32.7453701,-117.1712423,12725
11992,32.74954076,-117.171455,11992
10640,32.72565755,-117.0827426,10640
10261,32.72760644,-117.0769926,10261
11393,32.72759069,-117.0772916,11393
10648,32.72598421,-117.0799493,10648
11020,32.72609375,-117.0800089,11020
99022,32.72434895,-117.1720435,99022
94004,32.74130535,-117.0565903,94004
94005,32.74156951,-117.056544,94005
94006,32.74171274,-117.0564965,94006
96025,32.67823103,-117.0722787,96025
96027,32.67805142,-117.0724233,96027
99321,32.68137214,-117.0739883,99321
75104,32.6913259,-117.1328639,75104
75105,32.69115188,-117.1326389,75105
11613,32.75112549,-117.1723465,11613
12720,32.7511074,-117.1721935,12720
12019,32.72711415,-117.1631499,12019
12520,32.67351097,-117.0967729,12520
11730,32.6730955,-117.0968371,11730
11733,32.66978147,-117.0955412,11733
12873,32.66996683,-117.0953643,12873
99483,32.66719762,-117.0943759,99483
99484,32.66652214,-117.0942817,99484
12147,32.66401674,-117.0932992,12147
12877,32.66472556,-117.0933417,12877
12884,32.66119222,-117.0919563,12884
99485,32.66101784,-117.0921365,99485
11742,32.65929354,-117.0914768,11742
12532,32.65839644,-117.0908314,12532
50115,32.68168939,-117.100247,50115
99338,32.6819729,-117.1000684,99338
12137,32.67753072,-117.0985599,12137
99337,32.6786561,-117.0987787,99337
50114,32.68520859,-117.1015588,50114
99339,32.68534183,-117.1013684,99339
12138,32.67471547,-117.0974766,12138
12519,32.67527633,-117.0974528,12519
50167,32.68708563,-117.1019832,50167
50198,32.68647812,-117.1019969,50198
12867,32.67679786,-117.0980166,12867
60631,32.73084467,-117.0971709,60631
60632,32.73230329,-117.0956891,60632
60633,32.73598469,-117.0923066,60633
10230,32.728334,-117.1001546,10230
60630,32.72920988,-117.0990867,60630
10592,32.72340767,-117.1070523,10592
10219,32.72434645,-117.1052471,10219
13067,32.75967796,-117.1765054,13067
13096,32.75966337,-117.1784472,13096
13066,32.75976294,-117.1812815,13066
13095,32.75985922,-117.1841808,13095
13098,32.76052029,-117.1722985,13098
99379,32.7617366,-117.1673082,99379
10818,32.76028753,-117.1864168,10818
13032,32.75902725,-117.1753145,13032
12998,32.75894122,-117.1779874,12998
88998,32.75897863,-117.1801731,88998
13030,32.75910297,-117.1827806,13030
13033,32.7602566,-117.1693291,13033
12999,32.75962964,-117.1715801,12999
13034,32.76055868,-117.1667788,13034
10433,32.75926063,-117.1884487,10433
13510,32.76065348,-117.167336,13510
88918,32.75551349,-117.1086728,88918
88919,32.75487017,-117.1088952,88919
88916,32.74998335,-117.1086547,88916
88917,32.74941963,-117.1089312,88917
60555,32.75495216,-117.1082504,60555
60556,32.75544248,-117.1092798,60556
13487,32.74990115,-117.1093298,13487
13489,32.74947706,-117.1082621,13489
10115,32.70621434,-117.1497024,10115
11258,32.70637054,-117.1497657,11258
10499,32.70621126,-117.1463507,10499
10871,32.70637498,-117.1465149,10871
10874,32.70637988,-117.1447042,10874
10123,32.70621679,-117.1440751,10123
10127,32.70622508,-117.1425505,10127
10882,32.70642783,-117.14226,10882
10515,32.70627168,-117.1395244,10515
10889,32.70643626,-117.139952,10889
10137,32.70630307,-117.1382212,10137
10896,32.70645596,-117.1379821,10896
10911,32.70647569,-117.1337042,10911
10164,32.70634271,-117.129623,10164
10926,32.70649292,-117.1293709,10926
10178,32.7063728,-117.1253939,10178
11311,32.70652477,-117.1256685,11311
10187,32.70666939,-117.1227149,10187
10938,32.70685778,-117.1221153,10938
10950,32.70496923,-117.1167035,10950
10203,32.7048041,-117.1147774,10203
10953,32.7049055,-117.1144273,10953
10207,32.70481068,-117.1126612,10207
10216,32.70475529,-117.1087824,10216
10232,32.70406208,-117.0981456,10232
10993,32.7042541,-117.0977996,10993
10624,32.70402567,-117.0926319,10624
10997,32.70428506,-117.0932846,10997
11375,32.70427542,-117.0898646,11375
99371,32.70402725,-117.0895795,99371
