node_index,is_stop_only,node_lat,node_lon
0,FALSE,32.70939441841522,-117.15645137015385
1,FALSE,32.7094211729606,-117.15280402691121
2,FALSE,32.70942506077648,-117.15189703876482
3,FALSE,32.70939556088003,-117.15554760496147
4,FALSE,32.70940226486973,-117.15463414390233
5,FALSE,32.70940064571203,-117.15373035042927
6,FALSE,32.70941712907727,-117.15034948367273
7,FALSE,32.70952112027826,-117.13599089045884
8,FALSE,32.709487915686815,-117.14022010094195
9,FALSE,32.70952266768416,-117.13539272285172
10,FALSE,32.71000511185271,-117.06542945455315
11,FALSE,32.709487133932036,-117.13956664300325
12,FALSE,32.709425212859635,-117.14773251494
13,FALSE,32.709463694316526,-117.14243053276208
14,FALSE,32.71001731196256,-117.0623313720189
15,FALSE,32.70940993448898,-117.14945213554643
16,FALSE,32.70942322174586,-117.14762846282277
17,FALSE,32.70941100197698,-117.14855162085983
18,FALSE,32.70941850591911,-117.14752112872227
19,FALSE,32.70953772734053,-117.1302172897122
20,FALSE,32.709557741867975,-117.12740862996422
21,FALSE,32.7094160546334,-117.14672461334897
22,FALSE,32.70947820477689,-117.13813611525272
23,FALSE,32.70956746795449,-117.12526632131849
24,FALSE,32.70998757123275,-117.0639240850745
25,FALSE,32.70999693869733,-117.06250348696658
26,FALSE,32.70952295926957,-117.13113067159105
27,FALSE,32.709411747269364,-117.14580453818213
28,FALSE,32.70956786879697,-117.12404720247392
29,FALSE,32.70942223228057,-117.14398083699994
30,FALSE,32.70941290606772,-117.14488776966174
31,FALSE,32.70967706461434,-117.10652541465565
32,FALSE,32.71011816985702,-117.04046610143713
33,FALSE,32.709675070320344,-117.10562487337187
34,FALSE,32.70954207409071,-117.1222556496384
35,FALSE,32.70953052643432,-117.12387438979562
36,FALSE,32.70966342785374,-117.10452917583555
37,FALSE,32.709353865912405,-117.14751893608963
38,FALSE,32.709351583495994,-117.14773244777801
39,FALSE,32.70966047388248,-117.10376516400537
40,FALSE,32.70965043931058,-117.10283203218899
41,FALSE,32.709648920318564,-117.10225659200115
42,FALSE,32.70994434631149,-117.05795811558414
43,FALSE,32.71009879392878,-117.03359658156813
44,FALSE,32.70964662557509,-117.10139505714376
45,FALSE,32.70963882817838,-117.10053346929455
46,FALSE,32.70967529146233,-117.09482833154573
47,FALSE,32.70950694227763,-117.11866620808925
48,FALSE,32.70963622295237,-117.1001140663896
49,FALSE,32.70967496534609,-117.09286798130992
50,FALSE,32.70984839914294,-117.06668289013606
51,FALSE,32.70947769748105,-117.11657228295006
52,FALSE,32.709828168376816,-117.06392261320728
53,FALSE,32.77184990112232,-117.0751497858247
54,FALSE,32.71057347703625,-117.09792717491197
55,FALSE,32.7099621032607,-117.03607261812114
56,FALSE,32.70996779813997,-117.0351786475234
57,FALSE,32.70997274224459,-117.0344017057101
58,FALSE,32.709935420825595,-117.03853012237639
59,FALSE,32.70955280248375,-117.09551083345194
60,FALSE,32.709576879915375,-117.09193726135187
61,FALSE,32.70968591558938,-117.0679752763913
62,FALSE,32.70941881318938,-117.1065099045668
63,FALSE,32.7099539715796,-117.02169344000349
64,FALSE,32.70964271780917,-117.06868684074591
65,FALSE,32.709627184744754,-117.06895652800698
66,FALSE,32.70905647040879,-117.14854800688839
67,FALSE,32.70948946491908,-117.08498582682118
68,FALSE,32.70994764730001,-117.01343589383741
69,FALSE,32.70948258870583,-117.08437782826944
70,FALSE,32.70920673396594,-117.12225883329465
71,FALSE,32.70953571410308,-117.07278858286787
