Unnamed: 0,from_node,to_node,distance,travel_time,link_type,route_id,route_type
91,10306,10303,0.09444839199999953,11.33380703999994,0,[1],3
92,10306,10310,0.1634205729999999,19.61046875999999,0,[1],3
93,10310,10306,0.1634205729999999,19.61046875999999,0,[1],3
94,10310,12240,0.1497504109999998,17.97004931999997,0,[1],3
95,12240,10310,0.1497504109999998,17.97004931999997,0,[1],3
96,12240,13161,0.1180604899999997,14.16725879999996,0,[1],3
97,13161,12240,0.1180604899999997,14.16725879999996,0,[1],3
98,13161,10320,0.1323520230000006,15.88224276000007,0,[1],3
99,10320,13161,0.1323520230000006,15.88224276000007,0,[1],3
100,10320,13410,0.2789955789999999,33.47946947999998,0,"[1, 852]",3
101,13410,10320,0.2789955789999999,33.47946947999998,0,"[1, 852]",3
102,11412,11033,0.113089522,13.57074264,0,[1],3
103,11033,11412,0.113089522,13.57074264,0,[1],3
104,11033,11406,0.06524395499999999,7.829274599999999,0,[1],3
105,11406,11033,0.06524395499999999,7.829274599999999,0,[1],3
106,11406,11399,0.120545974,14.46551688,0,[1],3
107,11399,11406,0.120545974,14.46551688,0,[1],3
108,11399,11025,0.09631250500000002,11.5575006,0,[1],3
109,11025,11399,0.09631250500000002,11.5575006,0,[1],3
110,11025,11389,0.08574919800000001,10.28990376,0,[1],3
111,11389,11025,0.08574919800000001,10.28990376,0,[1],3
112,11389,11013,0.121788716,14.61464592,0,[1],3
113,11013,11389,0.121788716,14.61464592,0,[1],3
114,11013,11010,0.080156859,9.618823079999999,0,[1],3
115,11010,11013,0.080156859,9.618823079999999,0,[1],3
116,11010,11377,0.09320565000000008,11.18467800000001,0,[1],3
117,11377,11010,0.09320565000000008,11.18467800000001,0,[1],3
118,11377,88980,0.144158072,17.29896864,0,[1],3
119,88980,11377,0.144158072,17.29896864,0,[1],3
120,88980,10607,0.09941935999999996,11.93032319999999,0,[1],3
121,10607,88980,0.09941935999999996,11.93032319999999,0,[1],3
122,10607,11369,0.09320564999999995,11.18467799999999,0,[1],3
123,11369,10607,0.09320564999999995,11.18467799999999,0,[1],3
124,11369,11364,0.08326371400000007,9.991645680000008,0,[1],3
125,11364,11369,0.08326371400000007,9.991645680000008,0,[1],3
126,11364,10986,0.07829274600000007,9.395129520000006,0,[1],3
127,10986,11364,0.07829274600000007,9.395129520000006,0,[1],3
128,10986,11355,0.09072016599999995,10.88641991999999,0,[1],3
129,11355,10986,0.09072016599999995,10.88641991999999,0,[1],3
130,11355,11351,0.07891411699999987,9.469694039999984,0,[1],3
131,11351,11355,0.07891411699999987,9.469694039999984,0,[1],3
132,11351,13484,0.09134153700000015,10.96098444000002,0,[1],3
133,13484,11351,0.09134153700000015,10.96098444000002,0,[1],3
134,13484,11344,0.08761331100000001,10.51359732,0,[1],3
135,11344,13484,0.08761331100000001,10.51359732,0,[1],3
136,11344,10960,0.07642863299999986,9.171435959999982,0,[1],3
137,10960,11344,0.07642863299999986,9.171435959999982,0,[1],3
138,10960,11333,0.09693387600000009,11.63206512000001,0,[1],3
139,11333,10960,0.09693387600000009,11.63206512000001,0,[1],3
140,11333,11329,0.05840887399999992,7.00906487999999,0,[1],3
141,11329,11333,0.05840887399999992,7.00906487999999,0,[1],3
142,11329,10942,0.1485076690000002,17.82092028000002,0,[1],3
143,10942,11329,0.1485076690000002,17.82092028000002,0,[1],3
144,10942,11303,0.2236935599999999,26.84322719999999,0,[1],3
145,11303,10942,0.2236935599999999,26.84322719999999,0,[1],3
146,11303,11296,0.09072016599999995,10.88641991999999,0,[1],3
147,11296,11303,0.09072016599999995,10.88641991999999,0,[1],3
148,11296,11290,0.08264234300000001,9.91708116,0,"[1, 6]",3
149,11290,11296,0.08264234300000001,9.91708116,0,"[1, 6]",3
150,11290,13430,0.07642863300000013,9.171435960000016,0,"[1, 6]",3
151,13430,11290,0.07642863300000013,9.171435960000016,0,"[1, 6]",3
152,13430,10894,0.1311092809999999,15.73311371999999,0,"[1, 6]",3
153,10894,13430,0.1311092809999999,15.73311371999999,0,"[1, 6]",3
154,10894,11270,0.1584496049999999,19.01395259999999,0,[1],3
155,11270,10894,0.1584496049999999,19.01395259999999,0,[1],3
156,11270,11671,0.1845471869999998,22.14566243999998,0,[1],3
157,11671,11270,0.1845471869999998,22.14566243999998,0,[1],3
158,11671,11670,0.05468064800000005,6.561677760000006,0,"[1, 11]",3
159,11670,11671,0.05468064800000005,6.561677760000006,0,"[1, 11]",3
160,11670,11675,0.170255654,20.43067848,0,"[1, 11]",3
161,11675,11670,0.170255654,20.43067848,0,"[1, 11]",3
162,11675,10865,0.1149536350000003,13.79443620000004,0,"[1, 11]",3
163,10865,11675,0.1149536350000003,13.79443620000004,0,"[1, 11]",3
164,10865,10862,0.06586532599999992,7.903839119999991,0,"[1, 11]",3
165,10862,10865,0.06586532599999992,7.903839119999991,0,"[1, 11]",3
166,10862,11254,0.09631250500000016,11.55750060000002,0,"[1, 11]",3
167,11254,10862,0.09631250500000016,11.55750060000002,0,"[1, 11]",3
168,11254,10852,0.08637056899999959,10.36446827999995,0,"[1, 10, 11]",3
169,10852,11254,0.08637056899999959,10.36446827999995,0,"[1, 10, 11]",3
170,10852,10847,0.06959355200000006,8.351226240000008,0,"[1, 11]",3
171,10847,10852,0.06959355200000006,8.351226240000008,0,"[1, 11]",3
172,10847,11225,1.406162573,168.73950876,0,[1],3
173,11225,10847,1.406162573,168.73950876,0,[1],3
176,13410,13170,0.193867752,23.26413024,0,[1],3
177,13170,13410,0.193867752,23.26413024,0,[1],3
178,13170,11461,0.09009879500000001,10.8118554,0,[1],3
179,11461,13170,0.09009879500000001,10.8118554,0,[1],3
180,11461,11080,0.07829274599999997,9.395129519999996,0,[1],3
181,11080,11461,0.07829274599999997,9.395129519999996,0,[1],3
182,11080,11079,0.164663315,19.7595978,0,[1],3
183,11079,11080,0.164663315,19.7595978,0,[1],3
184,11079,11065,0.1590709760000001,19.08851712000001,0,[1],3
185,11065,11079,0.1590709760000001,19.08851712000001,0,[1],3
186,11065,11445,0.09569113399999994,11.48293607999999,0,[1],3
187,11445,11065,0.09569113399999994,11.48293607999999,0,[1],3
188,11445,11438,0.243577432,29.22929183999999,0,[1],3
189,11438,11445,0.243577432,29.22929183999999,0,[1],3
190,11438,11053,0.1882754130000001,22.59304956000001,0,"[1, 14]",3
191,11053,11438,0.1882754130000001,22.59304956000001,0,"[1, 14]",3
192,11053,11049,0.17398388,20.8780656,0,[1],3
193,11049,11053,0.17398388,20.8780656,0,[1],3
194,11049,11044,0.1572068630000001,18.86482356000001,0,[1],3
195,11044,11049,0.1572068630000001,18.86482356000001,0,[1],3
196,11044,11418,0.1360802489999999,16.32962987999999,0,[1],3
197,11418,11044,0.1360802489999999,16.32962987999999,0,[1],3
198,11418,11412,0.1690129119999999,20.28154943999998,0,[1],3
199,11412,11418,0.1690129119999999,20.28154943999998,0,[1],3
200,12012,10094,0.176469364,21.17632368,0,"[2, 110, 7]",3
201,10094,12012,0.176469364,21.17632368,0,"[2, 110, 7]",3
202,10094,10099,0.09506976299999999,11.40837156,0,"[992, 929, 2, 901, 7, 110, 923]",3
203,10099,10094,0.09506976299999999,11.40837156,0,"[992, 929, 2, 901, 7, 110, 923]",3
204,10099,13315,0.103147586,12.37771032,0,"[992, 929, 2, 901, 7, 110]",3
205,13315,10099,0.103147586,12.37771032,0,"[992, 929, 2, 901, 7, 110]",3
206,13315,10109,0.09444839200000002,11.33380704,0,[2],3
207,10109,13315,0.09444839200000002,11.33380704,0,[2],3
208,10109,10489,0.1435367009999999,17.22440411999999,0,[2],3
209,10489,10109,0.1435367009999999,17.22440411999999,0,[2],3
210,10489,10119,0.1485076690000001,17.82092028000001,0,[2],3
211,10119,10489,0.1485076690000001,17.82092028000001,0,[2],3
212,10119,10504,0.080156859,9.618823079999999,0,[2],3
213,10504,10119,0.080156859,9.618823079999999,0,[2],3
214,10504,10134,0.107497183,12.89966196,0,[2],3
215,10134,10504,0.107497183,12.89966196,0,[2],3
216,10134,10138,0.134216136,16.10593632,0,[2],3
217,10138,10134,0.134216136,16.10593632,0,[2],3
218,10138,10532,0.08885605299999988,10.66272635999998,0,[2],3
219,10532,10138,0.08885605299999988,10.66272635999998,0,[2],3
220,10532,10148,0.05592339000000019,6.710806800000023,0,[2],3
221,10148,10532,0.05592339000000019,6.710806800000023,0,[2],3
222,10148,10166,0.1410512169999999,16.92614603999999,0,[2],3
223,10166,10148,0.1410512169999999,16.92614603999999,0,[2],3
224,10166,13532,0.113089522,13.57074264,0,[2],3
225,13532,10166,0.113089522,13.57074264,0,[2],3
226,13532,11300,0.11806049,14.1672588,0,[2],3
227,11300,13532,0.11806049,14.1672588,0,[2],3
228,11300,12818,0.1640419440000001,19.68503328000002,0,[2],3
229,12818,11300,0.1640419440000001,19.68503328000002,0,[2],3
230,12818,12474,0.075185891,9.02230692,0,[2],3
231,12474,12818,0.075185891,9.02230692,0,[2],3
232,12474,12828,0.170255654,20.43067848,0,[2],3
233,12828,12474,0.170255654,20.43067848,0,[2],3
234,12828,12830,0.3324334849999998,39.89201819999997,0,[2],3
235,12830,12828,0.3324334849999998,39.89201819999997,0,[2],3
236,12830,10924,0.1609350889999999,19.31221068,0,[2],3
237,10924,12830,0.1609350889999999,19.31221068,0,[2],3
238,10924,12478,0.1435367009999999,17.22440411999999,0,[2],3
239,12478,10924,0.1435367009999999,17.22440411999999,0,[2],3
240,12478,12479,0.1335947650000005,16.03137180000006,0,[2],3
241,12479,12478,0.1335947650000005,16.03137180000006,0,[2],3
242,12479,12824,0.06835080999999965,8.202097199999958,0,[2],3
243,12824,12479,0.06835080999999965,8.202097199999958,0,[2],3
244,12824,12819,0.1565854920000004,18.79025904000005,0,"[2, 6]",3
245,12819,12824,0.1565854920000004,18.79025904000005,0,"[2, 6]",3
246,12819,12475,0.06337984199999964,7.605581039999957,0,"[2, 6]",3
247,12475,12819,0.06337984199999964,7.605581039999957,0,"[2, 6]",3
248,12475,12476,0.04287459899999997,5.144951879999996,0,[2],3
249,12476,12475,0.04287459899999997,5.144951879999996,0,[2],3
250,12476,12822,0.1920036390000001,23.04043668000001,0,[2],3
251,12822,12476,0.1920036390000001,23.04043668000001,0,[2],3
252,12822,12089,0.2510338839999999,30.12406607999999,0,[2],3
253,12089,12822,0.2510338839999999,30.12406607999999,0,[2],3
254,12089,12086,0.15534275,18.64113,0,[2],3
255,12086,12089,0.15534275,18.64113,0,[2],3
256,12086,11692,0.145400814,17.44809768,0,[2],3
257,11692,12086,0.145400814,17.44809768,0,[2],3
258,11692,12084,0.05778750299999998,6.934500359999998,0,[2],3
259,12084,11692,0.05778750299999998,6.934500359999998,0,[2],3
260,12084,12082,0.09506976300000002,11.40837156,0,"[2, 6]",3
261,12082,12084,0.09506976300000002,11.40837156,0,"[2, 6]",3
262,12082,11693,0.144158072,17.29896864,0,"[2, 6]",3
263,11693,12082,0.144158072,17.29896864,0,"[2, 6]",3
264,11693,12093,0.06400121299999999,7.680145559999999,0,[2],3
265,12093,11693,0.06400121299999999,7.680145559999999,0,[2],3
266,12093,12091,0.135458878,16.25506536,0,[2],3
267,12091,12093,0.135458878,16.25506536,0,[2],3
268,12091,10162,0.1460221850000001,17.52266220000001,0,[2],3
269,10162,12091,0.1460221850000001,17.52266220000001,0,[2],3
270,10162,11697,0.159070976,19.08851712,0,[2],3
271,11697,10162,0.159070976,19.08851712,0,[2],3
272,11697,12096,0.328705259,39.44463107999999,0,[2],3
273,12096,11697,0.328705259,39.44463107999999,0,[2],3
274,12096,11696,0.2019455750000001,24.23346900000001,0,[2],3
275,11696,12096,0.2019455750000001,24.23346900000001,0,[2],3
276,11696,12099,0.103147586,12.37771031999999,0,[2],3
277,12099,11696,0.103147586,12.37771031999999,0,[2],3
278,12099,10167,0.1087399249999999,13.04879099999999,0,[2],3
279,10167,12099,0.1087399249999999,13.04879099999999,0,[2],3
280,10167,13533,0.1168177480000001,14.01812976000001,0,[2],3
281,13533,10167,0.1168177480000001,14.01812976000001,0,[2],3
282,13533,11694,0.070214923,8.42579076,0,[2],3
283,11694,13533,0.070214923,8.42579076,0,[2],3
284,11694,11288,0.172741138,20.72893656,0,[2],3
285,11288,11694,0.172741138,20.72893656,0,[2],3
286,11288,10904,0.06337984199999992,7.605581039999992,0,[2],3
287,10904,11288,0.06337984199999992,7.605581039999992,0,[2],3
288,10904,11280,0.09258427900000002,11.11011348,0,[2],3
289,11280,10904,0.09258427900000002,11.11011348,0,[2],3
290,11280,11684,0.09879798900000016,11.85575868000002,0,[2],3
291,11684,11280,0.09879798900000016,11.85575868000002,0,[2],3
292,11684,10878,0.1422939590000001,17.07527508000001,0,[2],3
293,10878,11684,0.1422939590000001,17.07527508000001,0,[2],3
294,10878,10873,0.06586532599999992,7.903839119999991,0,[2],3
295,10873,10878,0.06586532599999992,7.903839119999991,0,[2],3
296,10873,10863,0.1640419440000001,19.68503328000002,0,[2],3
297,10863,10873,0.1640419440000001,19.68503328000002,0,[2],3
298,10863,99342,0.1398084749999998,16.77701699999997,0,[2],3
299,99342,10863,0.1398084749999998,16.77701699999997,0,[2],3
300,99342,13311,0.1180604900000002,14.16725880000003,0,"[992, 2]",3
301,13311,99342,0.1180604900000002,14.16725880000003,0,"[992, 2]",3
302,13311,13312,0.09879798899999988,11.85575867999999,0,"[992, 929, 2, 901, 7, 110, 923]",3
303,13312,13311,0.09879798899999988,11.85575867999999,0,"[992, 929, 2, 901, 7, 110, 923]",3
304,13312,10840,0.1311092809999996,15.73311371999996,0,"[2, 7]",3
305,10840,13312,0.1311092809999996,15.73311371999996,0,"[2, 7]",3
306,10840,10839,0.08139960100000014,9.767952120000018,0,[2],3
307,10839,10840,0.08139960100000014,9.767952120000018,0,[2],3
308,70024,12166,0.100040731,12.00488772,0,[3],3
309,12166,70024,0.100040731,12.00488772,0,[3],3
310,12166,91043,0.07083629400000001,8.50035528,0,"[3, 4, 13]",3
311,91043,12166,0.07083629400000001,8.50035528,0,"[3, 4, 13]",3
312,91043,12165,0.144779443,17.37353316,0,"[3, 13]",3
313,12165,91043,0.144779443,17.37353316,0,"[3, 13]",3
314,12165,12164,0.167148799,20.05785588,0,"[3, 13]",3
315,12164,12165,0.167148799,20.05785588,0,"[3, 13]",3
316,12164,11749,0.08388508500000001,10.0662102,0,"[3, 13]",3
317,11749,12164,0.08388508500000001,10.0662102,0,"[3, 13]",3
318,11749,11382,0.101904844,12.22858128,0,[3],3
319,11382,11749,0.101904844,12.22858128,0,[3],3
320,11382,11000,0.150371782,18.04461384,0,"[3, 12]",3
321,11000,11382,0.150371782,18.04461384,0,"[3, 12]",3
322,11000,12878,0.1311092809999999,15.73311371999999,0,[3],3
323,12878,11000,0.1311092809999999,15.73311371999999,0,[3],3
324,12878,12879,0.06400121299999999,7.680145559999999,0,"[3, 955]",3
325,12879,12878,0.06400121299999999,7.680145559999999,0,"[3, 955]",3
326,12879,91106,0.1280024260000001,15.36029112000001,0,[3],3
327,91106,12879,0.1280024260000001,15.36029112000001,0,[3],3
328,91106,11365,0.1112254089999999,13.34704907999999,0,[3],3
329,11365,91106,0.1112254089999999,13.34704907999999,0,[3],3
330,11365,10982,0.09879798900000016,11.85575868000002,0,[3],3
331,10982,11365,0.09879798900000016,11.85575868000002,0,[3],3
332,10982,11353,0.115575006,13.86900072,0,[3],3
333,11353,10982,0.115575006,13.86900072,0,[3],3
334,11353,11346,0.157828234,18.93938808,0,[3],3
335,11346,11353,0.157828234,18.93938808,0,[3],3
336,11346,10962,0.06462258400000005,7.754710080000007,0,[3],3
337,10962,11346,0.06462258400000005,7.754710080000007,0,[3],3
338,10962,10956,0.077671375,9.320565,0,[3],3
339,10956,10962,0.077671375,9.320565,0,[3],3
340,10956,10949,0.1541000079999999,18.49200095999998,0,[3],3
341,10949,10956,0.1541000079999999,18.49200095999998,0,[3],3
342,10949,11324,0.09258427900000002,11.11011348,0,[3],3
343,11324,10949,0.09258427900000002,11.11011348,0,[3],3
344,11324,11319,0.1342161360000001,16.10593632000002,0,[3],3
345,11319,11324,0.1342161360000001,16.10593632000002,0,[3],3
346,11319,11310,0.09258427900000002,11.11011348,0,[3],3
347,11310,11319,0.09258427900000002,11.11011348,0,[3],3
348,11310,10925,0.140429846,16.85158152,0,[3],3
349,10925,11310,0.140429846,16.85158152,0,[3],3
350,10925,10918,0.07829274599999993,9.395129519999992,0,[3],3
351,10918,10925,0.07829274599999993,9.395129519999992,0,[3],3
352,10918,10912,0.080156859,9.618823079999999,0,[3],3
353,10912,10918,0.080156859,9.618823079999999,0,[3],3
354,10912,10907,0.06772943899999999,8.127532679999998,0,[3],3
355,10907,10912,0.06772943899999999,8.127532679999998,0,[3],3
356,10907,10893,0.1565854919999999,18.79025903999998,0,[3],3
357,10893,10907,0.1565854919999999,18.79025903999998,0,[3],3
358,10893,10890,0.04536008300000025,5.44320996000003,0,[3],3
359,10890,10893,0.04536008300000025,5.44320996000003,0,[3],3
360,10890,12464,0.06337984199999964,7.605581039999957,0,[3],3
361,12464,10890,0.06337984199999964,7.605581039999957,0,[3],3
362,12464,12465,0.09506976300000029,11.40837156000003,0,[3],3
363,12465,12464,0.09506976300000029,11.40837156000003,0,[3],3
364,12465,12466,0.09009879499999973,10.81185539999997,0,[3],3
365,12466,12465,0.09009879499999973,10.81185539999997,0,[3],3
366,12466,11275,0.0683508100000002,8.202097200000026,0,[3],3
367,11275,12466,0.0683508100000002,8.202097200000026,0,[3],3
368,11275,11264,0.1248955709999998,14.98746851999997,0,"[3, 5]",3
369,11264,11275,0.1248955709999998,14.98746851999997,0,"[3, 5]",3
370,11264,11263,0.06772943899999999,8.127532679999998,0,"[3, 5]",3
371,11263,11264,0.06772943899999999,8.127532679999998,0,"[3, 5]",3
372,11263,10866,0.1112254090000002,13.34704908000002,0,"[3, 5]",3
373,10866,11263,0.1112254090000002,13.34704908000002,0,"[3, 5]",3
374,10866,11256,0.1099826670000003,13.19792004000004,0,"[3, 5]",3
375,11256,10866,0.1099826670000003,13.19792004000004,0,"[3, 5]",3
376,11256,10858,0.06897218099999985,8.276661719999982,0,"[3, 5]",3
377,10858,11256,0.06897218099999985,8.276661719999982,0,"[3, 5]",3
378,10858,10856,0.03914637299999983,4.697564759999979,0,[3],3
379,10856,10858,0.03914637299999983,4.697564759999979,0,[3],3
380,10856,10848,0.06772943899999999,8.127532679999998,0,[3],3
381,10848,10856,0.06772943899999999,8.127532679999998,0,[3],3
382,10848,10846,0.07083629399999992,8.500355279999992,0,[3],3
383,10846,10848,0.07083629399999992,8.500355279999992,0,[3],3
384,10846,12425,0.09382702100000043,11.25924252000005,0,[3],3
385,12425,10846,0.09382702100000043,11.25924252000005,0,[3],3
386,12425,12426,0.1236528289999999,14.83833947999999,0,[3],3
387,12426,12425,0.1236528289999999,14.83833947999999,0,[3],3
388,12426,12434,0.03976774400000004,4.772129280000004,0,"[120, 3]",3
389,12434,12426,0.03976774400000004,4.772129280000004,0,"[120, 3]",3
390,12434,12765,0.06275847099999998,7.531016519999998,0,[3],3
391,12765,12434,0.06275847099999998,7.531016519999998,0,[3],3
392,12765,12766,0.1385657329999999,16.62788795999999,0,[3],3
393,12766,12765,0.1385657329999999,16.62788795999999,0,[3],3
394,12766,12427,0.1143322640000001,13.71987168000001,0,[3],3
395,12427,12766,0.1143322640000001,13.71987168000001,0,[3],3
396,12427,12771,0.1509931529999997,18.11917835999996,0,[3],3
397,12771,12427,0.1509931529999997,18.11917835999996,0,[3],3
398,12771,12770,0.08947742400000008,10.73729088000001,0,[3],3
399,12770,12771,0.08947742400000008,10.73729088000001,0,[3],3
400,12770,12767,0.08450645600000008,10.14077472000001,0,[3],3
401,12767,12770,0.08450645600000008,10.14077472000001,0,[3],3
402,12767,12772,0.09569113399999994,11.48293607999999,0,[3],3
403,12772,12767,0.09569113399999994,11.48293607999999,0,[3],3
404,12772,12439,0.1311092810000002,15.73311372000002,0,[3],3
405,12439,12772,0.1311092810000002,15.73311372000002,0,[3],3
406,12439,12773,0.1733625089999994,20.80350107999993,0,[3],3
407,12773,12439,0.1733625089999994,20.80350107999993,0,[3],3
408,12773,12429,0.1012834730000002,12.15401676000002,0,[3],3
409,12429,12773,0.1012834730000002,12.15401676000002,0,[3],3
410,12429,12432,0.07829274600000076,9.395129520000092,0,[3],3
411,12432,12429,0.07829274600000076,9.395129520000092,0,[3],3
412,12432,12430,0.1466435559999993,17.59722671999992,0,[3],3
413,12430,12432,0.1466435559999993,17.59722671999992,0,[3],3
414,12430,11243,0.08885605300000042,10.66272636000005,0,[3],3
415,11243,12430,0.08885605300000042,10.66272636000005,0,[3],3
416,11243,11236,0.06462258399999951,7.754710079999941,0,[3],3
417,11236,11243,0.06462258399999951,7.754710079999941,0,[3],3
418,11236,12009,0.2516552550000007,30.19863060000008,0,[3],3
419,12009,11236,0.2516552550000007,30.19863060000008,0,[3],3
424,12009,10468,0.250412513,30.04950156,0,[3],3
425,10468,12009,0.250412513,30.04950156,0,[3],3
426,10468,12027,0.116817748,14.01812976,0,[3],3
427,12027,10468,0.116817748,14.01812976,0,[3],3
428,12027,12025,0.04908830900000005,5.890597080000005,0,[3],3
429,12025,12027,0.04908830900000005,5.890597080000005,0,[3],3
430,12025,12028,0.148507669,17.82092028,0,[3],3
431,12028,12025,0.148507669,17.82092028,0,[3],3
432,12028,12041,0.11806049,14.1672588,0,[3],3
433,12041,12028,0.11806049,14.1672588,0,[3],3
434,12041,11645,0.07580726200000007,9.096871440000008,0,[3],3
435,11645,12041,0.07580726200000007,9.096871440000008,0,[3],3
436,11645,12037,0.08823468199999994,10.58816183999999,0,[3],3
437,12037,11645,0.08823468199999994,10.58816183999999,0,[3],3
438,12037,12040,0.1509931530000001,18.11917836000001,0,[3],3
439,12040,12037,0.1509931530000001,18.11917836000001,0,[3],3
440,12040,11644,0.073943149,8.87317788,0,[3],3
441,11644,12040,0.073943149,8.87317788,0,[3],3
