node_index,is_stop_only,pos_x,pos_y
223,FALSE,6309524,1838585
224,FALSE,6285402,1838580.999
225,FALSE,6299505,1838580.999
226,FALSE,6302310,1838575
227,FALSE,6320823,1838573
228,FALSE,6300837,1838569
229,FALSE,6299744,1838568
230,FALSE,6283512.651,1838567.73
231,FALSE,6292840,1838563
232,FALSE,6315670.011,1858432.194
233,FALSE,6311685,1838554
234,FALSE,6293259,1838553
235,FALSE,6293519.999,1838551
236,FALSE,6322394,1838549
237,FALSE,6308999,1838535
238,FALSE,6287150,1838522
239,FALSE,6288029,1838522
240,FALSE,6289567,1838522
241,FALSE,6287828,1838520
242,FALSE,6288472,1838520
243,FALSE,6289294,1838520
244,FALSE,6318357,1838520
245,FALSE,6289124,1838518.999
246,FALSE,6289785,1838515
247,FALSE,6290326.999,1838514
248,FALSE,6290477,1838514
249,FALSE,6291111,1838513
250,FALSE,6291770,1838512
251,FALSE,6292433,1838512
252,FALSE,6292690,1838511
253,FALSE,6303400.11,1838522.718
254,FALSE,6286671,1838507
255,TRUE,6302857.672,1838475.328
256,FALSE,6309797,1838504
257,FALSE,6326424.001,1838497
258,FALSE,6293980,1838489
259,FALSE,6322191,1838487
260,FALSE,6300640,1838485.001
261,FALSE,6294096.784,1838484.457
262,FALSE,6294131,1838484
263,FALSE,6294421,1838476
264,FALSE,6302758,1838475
265,FALSE,6294703,1838474
266,FALSE,6302308,1838473
267,FALSE,6294976,1838471
268,FALSE,6310578,1838471
269,FALSE,6320091,1838471
270,FALSE,6293803,1838468
271,FALSE,6300015,1838451
272,FALSE,6316703.285,1858427.874
273,FALSE,6320392,1838442
274,FALSE,6300556,1838441
275,FALSE,6281206.216,1838424.423
276,FALSE,6310531,1838402
277,FALSE,6310578,1838402
278,FALSE,6292886,1838394.999
279,FALSE,6313130.59,1838394.311
280,FALSE,6300181,1838393
281,FALSE,6293261,1838388
282,FALSE,6293504,1838384
283,FALSE,6299505.996,1838383.813
284,FALSE,6281173.46,1838381.591
285,FALSE,6309177,1838378
286,FALSE,6300287,1838377
287,FALSE,6316386.001,1838376
288,FALSE,6303076,1838375
289,FALSE,6283314.669,1838374.127
290,FALSE,6300458.001,1838374
291,FALSE,6302307,1838374
292,FALSE,6300762,1838363.999
293,FALSE,6314583,1838360
294,FALSE,6308565,1838359
295,FALSE,6312010,1838357
296,FALSE,6301125,1838352
297,FALSE,6313594,1838352
298,FALSE,6319326,1838351
299,FALSE,6320335,1838349
300,FALSE,6281674,1838347
301,FALSE,6308508,1838347
302,FALSE,6325372,1838347
303,FALSE,6322078,1838346
304,FALSE,6282272,1838343
305,FALSE,6283954,1838343
306,FALSE,6281987,1838342
307,FALSE,6283674,1838340
308,FALSE,6284237,1838339
309,FALSE,6284471.492,1838335.051
310,FALSE,6289124,1838330.001
311,FALSE,6289286,1838329
312,FALSE,6289568,1838329
313,FALSE,6287828,1838328
314,FALSE,6288030,1838328
315,FALSE,6288468,1838328
316,FALSE,6285262,1838327
317,FALSE,6291110,1838327
318,FALSE,6289783,1838326
319,FALSE,6317242,1838326
320,FALSE,6290326.999,1838325
321,FALSE,6290476,1838325
322,FALSE,6291771,1838324
323,FALSE,6301038,1838324
324,FALSE,6292708,1838323
325,FALSE,6292432.001,1838322
326,FALSE,6286110,1838318
327,FALSE,6285834,1838317
328,FALSE,6286389,1838316
329,FALSE,6286671,1838316
330,FALSE,6287144,1838312
331,FALSE,6303074,1838312
332,FALSE,6302306,1838311
333,FALSE,6311785,1838308
334,FALSE,6302155.613,1838307.944
335,FALSE,6307101,1838307
336,FALSE,6281650.872,1838312.308
337,FALSE,6304810,1838303
338,FALSE,6304989,1838299.001
339,FALSE,6301173,1838298
340,FALSE,6306650,1838294
341,FALSE,6305379,1838293
342,FALSE,6306127,1838293
343,FALSE,6303472,1838291
344,FALSE,6305733,1838286
345,FALSE,6306127,1838279
346,FALSE,6313130,1838279
347,FALSE,6316743,1838279
348,FALSE,6324712,1838275
349,FALSE,6307459,1838262
350,FALSE,6326504,1838248
351,FALSE,6318183,1838246
352,FALSE,6301097,1838245
353,FALSE,6292902,1838229
354,FALSE,6308717,1838226
355,FALSE,6325008,1838224
356,FALSE,6322170,1838223
357,FALSE,6293256,1838221
358,FALSE,6293591,1838219
359,FALSE,6314938,1838212
360,FALSE,6306682,1838196
361,FALSE,6307577.484,1863319.834
362,FALSE,6320207,1838185
363,FALSE,6281565,1838184
364,FALSE,6293913.907,1838170.636
365,FALSE,6316102,1838170
366,FALSE,6303069,1838162
367,FALSE,6302342,1838154
368,FALSE,6306469.001,1838148
369,FALSE,6293909,1838146.999
370,FALSE,6287826,1838141
371,FALSE,6289120,1838141
372,FALSE,6287145,1838140
373,FALSE,6288029,1838139
374,FALSE,6288469,1838139
375,FALSE,6309615.058,1862085.893
376,FALSE,6324743,1838138
377,FALSE,6289779,1838136
378,FALSE,6292430,1838135
379,FALSE,6290328,1838134
380,FALSE,6293954.399,1838133.709
381,FALSE,6291109,1838132
382,FALSE,6291770,1838129
383,FALSE,6302687,1838129
384,FALSE,6283672,1838128
385,FALSE,6292737,1838128
386,FALSE,6292786,1838128
387,FALSE,6286669.001,1838127
388,FALSE,6293935,1838127
389,FALSE,6281986,1838118
390,FALSE,6293951.001,1838114
391,FALSE,6300833.951,1838107.002
392,FALSE,6309186,1838107
393,FALSE,6293910,1838103
394,FALSE,6306125,1838102
395,FALSE,6294415,1838100
396,FALSE,6320006,1838098
397,FALSE,6294695.001,1838095
398,FALSE,6294141,1838092
399,FALSE,6285264,1838091
400,FALSE,6294975,1838090
401,FALSE,6285829,1838089
402,FALSE,6324593.296,1838087.761
403,FALSE,6295097,1838087
404,FALSE,6320896,1838087
405,FALSE,6314581,1838084
406,FALSE,6310845,1838073
407,FALSE,6311671,1838070
408,FALSE,6308213,1838069
409,FALSE,6311578,1838068
410,FALSE,6311481,1838066
411,FALSE,6306719,1838063
412,FALSE,6311369,1838063
413,FALSE,6311259,1838061
414,FALSE,6293951.001,1838060
415,FALSE,6308879,1838056
416,FALSE,6325357,1838053.999
417,FALSE,6282983.286,1838047.354
418,FALSE,6293256,1838044
419,FALSE,6303822,1838034
420,FALSE,6281432,1838033
421,FALSE,6309232,1838031
422,FALSE,6292722,1838028
423,FALSE,6324286,1838025
424,FALSE,6307456,1838022
425,FALSE,6322506,1838022
426,FALSE,6311786,1838020.001
427,FALSE,6285510.56,1838015.364
428,FALSE,6285605.566,1838015.35
429,FALSE,6281762.601,1838009.574
430,FALSE,6307078,1838004
431,FALSE,6313123,1837999
432,FALSE,6293897,1837997
433,FALSE,6326585,1837997
434,FALSE,6316742,1837990
435,FALSE,6293918,1837984
436,FALSE,6324157,1837982
437,FALSE,6309172,1837977
438,FALSE,6317544,1837974
439,FALSE,6310428,1837973
440,FALSE,6287729.1,1832741.775
441,FALSE,6310565,1837970
442,FALSE,6310701,1837968
443,FALSE,6322314,1837966
444,FALSE,6293943,1837965
445,FALSE,6310790,1837965
446,FALSE,6283819.999,1837962
447,FALSE,6283385.204,1837959.402
448,FALSE,6283673,1837959
449,FALSE,6284232.771,1837959.08
450,FALSE,6283952.07,1837959.73
451,FALSE,6284704,1837953
452,FALSE,6294146.434,1837950.799
453,FALSE,6287824,1837950
454,FALSE,6288030.996,1837949.985
455,FALSE,6288466,1837948
456,FALSE,6284987,1837947
457,FALSE,6289122,1837947
458,FALSE,6289283,1837947
459,FALSE,6289565,1837947
460,FALSE,6287147,1837946
461,FALSE,6289776,1837945
462,FALSE,6285266,1837944
463,FALSE,6285510,1837944
464,FALSE,6285561,1837944
465,FALSE,6285607,1837944
466,FALSE,6285827,1837944
467,FALSE,6290325,1837944
468,FALSE,6292434,1837944
469,FALSE,6281985,1837943
470,FALSE,6291768,1837943
471,FALSE,6302150.317,1837942.889
472,FALSE,6302412,1837942
473,FALSE,6315250,1837942
474,FALSE,6291111,1837941
475,FALSE,6286109,1837939
476,FALSE,6321047,1837939
477,FALSE,6302685,1837938
478,FALSE,6310845,1837938
479,FALSE,6286389,1837937
480,FALSE,6309472,1837936
481,FALSE,6311089,1837936
482,FALSE,6286671,1837935
483,FALSE,6294144.203,1837929.594
484,FALSE,6303470.383,1837932.034
485,FALSE,6305377,1837918
486,FALSE,6283951.995,1837917.292
487,FALSE,6306758,1837916
488,FALSE,6300172,1837911
489,FALSE,6300829,1837904
490,FALSE,6321880,1837902
491,FALSE,6306122,1837900
492,FALSE,6310116,1837888
493,FALSE,6294414,1837876
494,FALSE,6311773,1837874
495,FALSE,6311311,1837873
496,FALSE,6312303,1837871
497,FALSE,6323787,1837860
498,FALSE,6306540,1837853
499,FALSE,6282026.887,1837850.31
500,FALSE,6312807,1837836
501,FALSE,6321438,1837817
502,FALSE,6292970,1837810
503,FALSE,6293247,1837805.999
504,FALSE,6294174.161,1841385.105
505,FALSE,6293612,1837801
506,FALSE,6307456,1837801
507,FALSE,6312005,1837801
508,FALSE,6325428,1837799
509,FALSE,6293860.07,1837797.575
510,FALSE,6310426,1837797
511,FALSE,6323613,1837797
512,FALSE,6310697,1837791
513,FALSE,6324104,1837791
514,FALSE,6310787,1837789
515,FALSE,6294094.902,1837775.387
516,FALSE,6283384.367,1837774.425
517,FALSE,6322554,1837769
518,FALSE,6287824.041,1837764.346
519,FALSE,6308260,1837763
520,FALSE,6314814,1837760
521,FALSE,6288469.999,1837759
522,FALSE,6289773,1837759
523,FALSE,6288184.323,1837757.504
524,FALSE,6289120.999,1837756
525,FALSE,6292430,1837755
526,FALSE,6300468,1837755
527,FALSE,6284705,1837754
528,FALSE,6290323,1837752
529,FALSE,6291108,1837752
530,FALSE,6292623,1837752
531,FALSE,6291768,1837751
532,FALSE,6292655,1837751
533,FALSE,6292958.368,1841270.148
534,FALSE,6286666,1837747
535,FALSE,6283948,1837746
536,FALSE,6287147,1837746
537,FALSE,6326667,1837739
538,FALSE,6294165.262,1837735.845
539,FALSE,6305432,1837731
540,FALSE,6321141,1837731
541,FALSE,6282661.887,1837730.424
542,FALSE,6300823.944,1837729.003
543,FALSE,6323374,1837720
544,FALSE,6293858.056,1841596.118
545,FALSE,6306123,1837715
546,FALSE,6294696,1837714
547,FALSE,6294974.001,1837714
548,FALSE,6294414,1837712.999
549,FALSE,6304265,1837706
550,FALSE,6322387,1837701
551,FALSE,6316741,1837697
552,FALSE,6319231,1837696
553,FALSE,6301757.47,1837691.336
554,FALSE,6317911,1837689
555,FALSE,6302146.22,1837685.671
556,FALSE,6302145.81,1837679.705
557,FALSE,6317546,1837679.001
558,FALSE,6302404,1837676
559,FALSE,6302804.342,1837674.502
560,FALSE,6303466.77,1837667.38
561,FALSE,6294414,1837659
562,FALSE,6304804,1837658
563,FALSE,6320879,1837643
564,FALSE,6327252,1837641
565,FALSE,6284224,1837640
566,FALSE,6323127,1837640
567,FALSE,6294696,1837636
568,FALSE,6306834,1837630
569,FALSE,6294128,1837627
570,FALSE,6294737.475,1841842.349
571,FALSE,6311583.999,1837605
572,FALSE,6292976,1837600
573,FALSE,6293239,1837598
574,FALSE,6293615,1837593
575,FALSE,6293830.841,1837590.126
576,FALSE,6310103,1837585
577,FALSE,6283949,1837581
578,FALSE,6319995,1837576
579,FALSE,6284299,1837574
580,FALSE,6284703,1837569
581,FALSE,6285260,1837569
582,FALSE,6289557,1837569
583,FALSE,6289767,1837569
584,FALSE,6290324.001,1837569
585,FALSE,6289280,1837568
586,FALSE,6291108,1837567
587,FALSE,6284983,1837566
588,FALSE,6285555.999,1837566
589,FALSE,6285607,1837566
590,FALSE,6285653,1837566
591,FALSE,6287291,1837566
592,FALSE,6310423,1837566
593,FALSE,6289119,1837565
594,FALSE,6285830,1837564
595,FALSE,6287780,1837563
596,FALSE,6327006,1837561
597,FALSE,6287148,1837560
598,FALSE,6322881,1837560
599,FALSE,6288159.375,1837559.502
600,FALSE,6288049.096,1837559.488
601,FALSE,6287902.969,1837559.471
602,FALSE,6287824.085,1837559.46
603,FALSE,6288537,1837559
604,FALSE,6286104,1837557.999
605,FALSE,6292431,1837557
606,FALSE,6305539.001,1837557
607,FALSE,6286385,1837556
608,FALSE,6288469.999,1837556
609,FALSE,6291765,1837553
610,FALSE,6286665,1837551
611,FALSE,6325511,1837545
612,FALSE,6292788,1837542
613,FALSE,6306126,1837542
614,FALSE,6312272,1837531
615,FALSE,6312806,1837529
616,FALSE,6319728,1837526.999
617,FALSE,6323906,1837516
618,FALSE,6282458,1837515
619,FALSE,6284993,1837506
620,FALSE,6302802,1837484
621,FALSE,6308427,1837482
622,FALSE,6313228.345,1830262.948
623,FALSE,6326752,1837476
624,FALSE,6291750.791,1831365.642
625,FALSE,6309754,1837473
626,FALSE,6294696.789,1841617.038
627,FALSE,6314854.876,1837471.7
628,FALSE,6300816.358,1837457.054
629,FALSE,6302956.598,1837451.525
630,FALSE,6294175.622,1841473.38
631,FALSE,6303292.449,1837445.529
632,FALSE,6307826,1837441
633,FALSE,6316013,1837435
634,FALSE,6288074,1837428
635,FALSE,6289561,1837426
636,FALSE,6293282.13,1841275.412
637,FALSE,6287619,1837417
638,FALSE,6287787.999,1837414
639,FALSE,6285439,1837412
640,FALSE,6285260,1837410
641,FALSE,6289278,1837410
642,FALSE,6285833,1837408
643,FALSE,6286099,1837408
644,FALSE,6288991,1837405
645,FALSE,6305667,1837399
646,FALSE,6318309,1837398
647,FALSE,6288412,1837397
648,FALSE,6321250.001,1837392
649,FALSE,6324119,1837391
650,FALSE,6293059,1837390
651,FALSE,6293095,1837390
652,FALSE,6287196.001,1837388
653,FALSE,6293233,1837388
654,FALSE,6284821,1837387
655,FALSE,6293454,1837387
656,FALSE,6316739,1837386
657,FALSE,6317735,1837386
658,FALSE,6293625,1837385
659,FALSE,6289770,1837384
660,FALSE,6293810.822,1837382.824
661,FALSE,6285719,1837382
662,FALSE,6285641,1837379
663,FALSE,6318568,1837376
664,FALSE,6290419,1837375
665,FALSE,6291769,1837373
666,FALSE,6291109,1837371.999
667,FALSE,6292433,1837371
668,FALSE,6292828,1837369.001
669,FALSE,6317547,1837365
670,FALSE,6302124.09,1837363.091
671,FALSE,6294413,1837363
672,FALSE,6294697,1837363
673,FALSE,6295013,1837362
674,FALSE,6316434,1837362
675,FALSE,6294133,1837360
676,FALSE,6293987,1837359
677,FALSE,6293923.726,1837358.555
678,FALSE,6293880.412,1837358.542
679,FALSE,6287534,1837358
680,FALSE,6302399,1837358
681,FALSE,6310420,1837356
682,FALSE,6303300.871,1837351.609
683,FALSE,6303451.858,1837349.292
684,FALSE,6283981,1837347
685,FALSE,6311246,1837346
686,FALSE,6322192,1837345
687,FALSE,6306682.104,1821371.87
688,FALSE,6286653,1837339
689,FALSE,6295097,1837337
690,FALSE,6295177,1837336
691,FALSE,6295343,1837336
692,FALSE,6311684,1837336
693,FALSE,6295505,1837335
694,FALSE,6295673,1837333
695,FALSE,6286383,1837331
696,FALSE,6311991,1837330
697,FALSE,6296331,1837327
698,FALSE,6312258,1837325
699,FALSE,6296988.999,1837324
700,FALSE,6297166,1837324
701,FALSE,6312526,1837320
702,FALSE,6297346,1837318
703,FALSE,6284911,1837315
704,FALSE,6312806,1837315
705,FALSE,6319724,1837311
706,FALSE,6313109,1837308
707,FALSE,6313377,1837298
708,FALSE,6319957,1837293
709,FALSE,6325594,1837291
710,FALSE,6313629,1837288
711,FALSE,6313777,1837282
712,FALSE,6324707,1837282
713,FALSE,6320273,1837281
714,FALSE,6314224,1837278.999
715,FALSE,6285260,1837278
716,FALSE,6313959,1837276.001
717,FALSE,6314423,1837274
718,FALSE,6314562.809,1837271.305
719,FALSE,6297614,1837270
720,FALSE,6321952,1837268
721,FALSE,6314838,1837266
722,FALSE,6289167,1837261
723,FALSE,6289770,1837258
724,FALSE,6305773,1837257
725,FALSE,6315290,1837256
726,FALSE,6315104.349,1837251.222
727,FALSE,6268670.233,1857672.504
728,FALSE,6315636,1837245.001
729,FALSE,6288290,1837244
730,FALSE,6303450.225,1837243.546
731,FALSE,6304971,1837241
732,FALSE,6303810,1837237
733,TRUE,6315934,1837235
734,FALSE,6304260,1837234
735,FALSE,6304534,1837228
736,FALSE,6318560,1837222
737,FALSE,6309047.578,1857136.679
738,FALSE,6302917.348,1837217.411
739,FALSE,6287407,1837214.001
740,FALSE,6303289.046,1837207.518
741,FALSE,6293095,1837205
742,FALSE,6293233,1837205
743,FALSE,6293454,1837205
744,FALSE,6293596,1837205
745,FALSE,6293876.851,1837204.637
746,FALSE,6293956,1837204
747,FALSE,6294076,1837204
748,FALSE,6294861,1837204
749,FALSE,6293908.737,1837203.995
750,FALSE,6294414,1837203
751,FALSE,6294566,1837203
752,FALSE,6295013,1837203
753,FALSE,6294242,1837202
754,FALSE,6294715,1837201
755,FALSE,6286533,1837197
756,FALSE,6307816,1837191
757,FALSE,6296991,1837187
758,FALSE,6295673,1837185.999
759,FALSE,6289770,1837185
760,FALSE,6296329,1837184
761,FALSE,6290428,1837182
762,FALSE,6291106,1837182
763,FALSE,6291768,1837179
764,FALSE,6292827,1837179
765,FALSE,6292429,1837177
766,FALSE,6317468.001,1837174
767,FALSE,6323762,1837171
768,FALSE,6284785,1837168
769,FALSE,6321782,1837168
770,FALSE,6304801,1837153
771,FALSE,6307145,1837152.001
772,FALSE,6309672,1837151
773,FALSE,6293798.999,1837144
774,FALSE,6285610,1837129
775,FALSE,6325067,1837127
776,FALSE,6289045,1837119
777,FALSE,6321340,1837116
778,FALSE,6319085,1837107
779,FALSE,6313370,1837098
780,FALSE,6288162,1837092.999
781,FALSE,6316764,1837092
782,FALSE,6313774,1837084
783,FALSE,6297861.73,1837076.678
784,FALSE,6318552,1837070
785,FALSE,6287283,1837067
786,FALSE,6298460,1837065
787,FALSE,6317532,1837063
788,FALSE,6298943,1837057
789,FALSE,6305432,1837057
790,FALSE,6311961,1837055
791,FALSE,6286413,1837054
792,FALSE,6323952,1837049
793,FALSE,6299682.187,1837047.179
794,FALSE,6297768,1837047
795,FALSE,6300809,1837043
796,FALSE,6324812.001,1837043
797,FALSE,6300348.227,1837038.329
798,FALSE,6285535,1837038
799,FALSE,6301140.001,1837037
800,FALSE,6315932,1837036
801,FALSE,6325677,1837036
802,FALSE,6301323,1837034
803,FALSE,6301421.999,1837033
804,FALSE,6301934,1837028.001
805,FALSE,6296993,1837027
806,FALSE,6301689,1837027
807,FALSE,6301728,1837027
808,FALSE,6301768,1837027
809,FALSE,6296332,1837026
810,FALSE,6295673,1837024
811,FALSE,6302393,1837023
812,FALSE,6302297.77,1837022.079
813,FALSE,6324587,1837022
814,FALSE,6302118.687,1837019.635
815,FALSE,6284659,1837019
816,FALSE,6309325,1837018
817,FALSE,6303446.74,1837015.88
818,FALSE,6289770,1837015
819,FALSE,6282962,1837012
820,FALSE,6303805,1837007
821,TRUE,6317220.001,1837006
822,TRUE,6282977.048,1837000.019
823,FALSE,6320251,1836997.001
824,FALSE,6304367,1836996
825,FALSE,6304800,1836993
826,FALSE,6290431,1836992
827,FALSE,6309920,1836991
828,FALSE,6291108,1836990
829,FALSE,6291767,1836989
830,FALSE,6292431,1836987
831,FALSE,6304257,1836986
832,FALSE,6292825,1836985
833,FALSE,6305400,1836982
834,FALSE,6323059,1836975
835,FALSE,6305889.448,1836973.147
836,FALSE,6288923,1836972
837,FALSE,6297876,1836971
838,FALSE,6299681.872,1836969.973
839,FALSE,6306786,1836957
840,FALSE,6319025,1836957
841,FALSE,6325420,1836954
842,FALSE,6313772,1836952
843,FALSE,6288040,1836948
844,FALSE,6307149,1836947
845,FALSE,6293882,1836946
846,FALSE,6312388,1836946
847,FALSE,6312651,1836942
848,FALSE,6289769.001,1836941
849,FALSE,6307575,1836939
850,FALSE,6323608,1836936
851,FALSE,6307806,1836934
852,FALSE,6313846,1836931
853,FALSE,6308176.999,1836927
854,FALSE,6308311,1836924
855,FALSE,6287165.001,1836922
856,FALSE,6286298,1836916
857,FALSE,6309153,1836903
858,FALSE,6285415.802,1836892.251
859,FALSE,6293454,1836893
860,FALSE,6293091,1836892
861,FALSE,6303435,1836887
862,FALSE,6308427,1836886
863,FALSE,6310410,1836883
864,FALSE,6284542,1836881
865,FALSE,6295671,1836877
866,FALSE,6295836,1836877
867,FALSE,6295999,1836877
868,FALSE,6296167,1836877
869,FALSE,6296327,1836877
870,FALSE,6298304,1836875.999
871,FALSE,6298454,1836875.999
872,FALSE,6313112,1836875.999
873,FALSE,6293023,1836870
874,FALSE,6298597,1836870
875,FALSE,6325150,1836868
876,FALSE,6296991.999,1836867
877,FALSE,6311454,1836859
878,FALSE,6327530.203,1836850.895
879,FALSE,6314067,1836841
880,FALSE,6321423,1836840
881,FALSE,6305969,1836837
882,FALSE,6289675,1836836
883,FALSE,6321974,1836834
