from_node,to_node,distance,travel_time,link_type
23229,23228,0.036034221,0.0018808132,4
23228,23229,0.036034221,0.0018808132,4
23258,23259,0.266047256,0.016663661,4
23259,23258,0.266047256,0.016663661,4
23252,24363,0.309468052,0.0484582224,4
24363,23252,0.309468052,0.0484582224,4
23260,23261,0.370075112,0.025754849399999998,4
23261,23260,0.370075112,0.025754849399999998,4
31018,24088,0.395766347,0.061971287,4
24088,31018,0.395766347,0.061971287,4
21316,23228,0.782982438,0.0408679096,4
23228,21316,0.782982438,0.0408679096,4
22797,31018,0.789779832,0.0989344818,4
31018,22797,0.789779832,0.0989344818,4
23215,34453,0.909540208,0.142420845,4
34453,23215,0.909540208,0.142420845,4
22354,22351,0.975910054,0.0470195082,4
22351,22354,0.975910054,0.0470195082,4
23216,34245,1.102789446,0.09867478879999998,4
34245,23216,1.102789446,0.09867478879999998,4
27023,31238,1.112417368,0.05806282439999999,4
31238,27023,1.112417368,0.05806282439999999,4
33038,23307,1.15486908,0.18083579919999998,4
23307,33038,1.15486908,0.18083579919999998,4
30902,22511,1.187875003,0.0620013492,4
22511,30902,1.187875003,0.0620013492,4
19833,19836,1.194500684,0.0623471786,4
19836,19833,1.194500684,0.0623471786,4
21323,21325,1.292930556,0.06748474319999999,4
21325,21323,1.292930556,0.06748474319999999,4
30674,30688,1.430230005,0.447906676,4
30688,30674,1.430230005,0.447906676,4
26702,26698,1.512794869,0.10528080079999999,4
26698,26702,1.512794869,0.10528080079999999,4
20786,20789,1.678561828,0.2628385116,4
20789,20786,1.678561828,0.2628385116,4
18106,18105,1.777328083,0.278303879,4
18105,18106,1.777328083,0.278303879,4
18563,18562,1.822725818,0.16309286139999998,4
18562,18563,1.822725818,0.16309286139999998,4
26314,26313,1.854026019,0.0967712214,4
26313,26314,1.854026019,0.0967712214,4
34532,23214,1.878873212,0.5884087552,4
23214,34532,1.878873212,0.5884087552,4
28172,23292,1.910326566,0.398839357,4
23292,28172,1.910326566,0.398839357,4
30677,29699,1.9224765,0.6020640429999999,4
29699,30677,1.9224765,0.6020640429999999,4
26174,26176,1.951434277,0.15278319559999998,4
26176,26174,1.951434277,0.15278319559999998,4
21953,21952,1.955005378,0.3061255736,4
21952,21953,1.955005378,0.3061255736,4
30479,30477,2.010355156,0.1049308498,4
30477,30479,2.010355156,0.1049308498,4
32454,32460,2.076378899,0.16256545619999999,4
32460,32454,2.076378899,0.16256545619999999,4
33809,33811,2.222105492,0.11598319599999998,4
33811,33809,2.222105492,0.11598319599999998,4
19843,19835,2.259011124,0.11790949239999998,4
