depart_hr,second,rq_time,start (MGRA),end (MGRA),mode
11,2628,42228,9358,9414,WALK
12,2537,45737,9414,9358,WALK
17,1599,62799,9391,9358,TAXI
19,3086,71486,9378,9414,TAXI
21,2746,78346,9414,9378,WALK
18,2997,67797,9378,9439,DRIVEALONEFREE
18,1342,66142,9439,9378,TAXI
6,232,21832,9378,9392,WALK
6,3219,24819,9392,9378,WALK
9,3093,35493,9361,9402,TAXI
12,838,44038,9402,9361,TAXI
15,2393,56393,9361,9414,SHARED2FREE
23,584,83384,9414,9361,SHARED2FREE
9,2010,34410,9360,9335,SHARED3FREE
15,107,54107,9335,9360,SHARED3FREE
18,3477,68277,9360,9234,SHARED2FREE
19,2289,70689,9234,9360,SHARED2FREE
18,1661,66461,9360,9234,DRIVEALONEFREE
19,382,68782,9234,9360,SHARED3FREE
7,3095,28295,9359,9319,WALK
17,1528,62728,9319,9321,WALK
17,2072,63272,9321,9359,WALK
18,1821,66621,9402,9377,SHARED3FREE
7,2681,27881,9373,9387,WALK
7,2716,27916,9387,9373,WALK
22,1626,80826,9414,9364,DRIVEALONEFREE
16,2402,60002,9375,9402,WALK
19,815,69215,9402,9375,WALK
10,1321,37321,9359,9237,SHARED3FREE
18,211,65011,9393,9375,SHARED2FREE
18,3410,68210,9375,9359,SHARED2FREE
15,1674,55674,948,9367,SHARED3FREE
17,2575,63775,9372,9381,SHARED3FREE
17,1114,62314,9381,9372,SHARED3FREE
8,586,29386,9372,9365,SHARED2FREE
15,1037,55037,9365,9372,WALK_TRANSIT
9,2944,35344,9372,9321,WALK_TRANSIT
15,1108,55108,9321,9372,SHARED2FREE
16,1151,58751,9372,9414,TNC_SINGLE
16,91,57691,9414,9372,WALK_TRANSIT
7,2390,27590,9375,9249,DRIVEALONEFREE
18,3256,68056,9249,9400,DRIVEALONEFREE
8,2650,31450,9375,9414,DRIVEALONEFREE
11,982,40582,9414,9375,TNC_SINGLE
16,2223,59823,9355,9424,WALK
17,1884,63084,9424,9409,WALK
17,371,61571,9409,9421,WALK
17,678,61878,9421,9429,WALK
17,2378,63578,9429,9409,WALK
17,733,61933,9409,9355,WALK
8,1485,30285,9368,1288,WALK
13,752,47552,1288,9368,WALK
23,1464,84264,948,9358,DRIVEALONEFREE
17,2830,64030,9358,9414,SHARED2FREE
17,1488,62688,9393,9358,DRIVEALONEFREE
7,693,25893,9355,9277,SHARED2FREE
8,2877,31677,9277,9355,SHARED2FREE
5,3576,21576,9363,9286,SHARED2FREE
15,12,54012,9286,9363,SHARED2FREE
10,1982,37982,9360,9400,WALK
12,3452,46652,9400,9414,WALK
13,2312,49112,9414,9360,WALK
8,3414,32214,9359,9222,SHARED2FREE
8,239,29039,9359,1288,SHARED2FREE
9,3598,35998,1288,1292,SHARED3FREE
9,2806,35206,1292,9359,SHARED3FREE
12,3235,46435,9367,9414,WALK
14,3113,53513,9414,9409,SHARED3FREE
14,1754,52154,9409,9367,SHARED3FREE
10,1557,37557,9364,9328,SHARED2FREE
10,2193,38193,9328,9363,SHARED2FREE
10,61,36061,9363,9364,SHARED2FREE
18,1392,66192,9328,9364,SHARED3FREE
18,2072,66872,9227,9372,SHARED2FREE
19,660,69060,9402,9372,SHARED2FREE
8,1965,30765,9372,9397,WALK_TRANSIT
17,821,62021,9397,9372,WALK_TRANSIT
17,1260,62460,9372,9414,WALK
20,401,72401,9414,9372,WALK
21,1171,76771,9372,948,DRIVEALONEFREE
8,1050,29850,9371,9414,TNC_SINGLE
9,607,33007,9414,9371,TNC_SINGLE
7,1900,27100,9364,9321,WALK
17,264,61464,9321,9364,WALK
7,2520,27720,9364,9248,SHARED2FREE
7,2187,27387,9248,9364,SHARED3FREE
21,639,76239,9360,9416,TNC_SINGLE
21,1109,76709,9416,9360,TNC_SINGLE
13,471,47271,9388,9366,WALK_TRANSIT
17,3362,64562,9361,9428,DRIVEALONEFREE
20,875,72875,9428,9361,DRIVEALONEFREE
8,2683,31483,9361,9410,WALK
15,226,54226,9410,9361,WALK
19,730,69130,9369,9428,DRIVEALONEFREE
8,2794,31594,9369,9399,WALK_TRANSIT
16,1014,58614,9366,948,WALK
18,438,65238,948,9366,WALK
18,3296,68096,9420,9375,BIKE
8,1131,29931,9375,9352,WALK
13,1799,48599,9352,9375,WALK
13,13,46813,9363,9421,WALK
20,1759,73759,9421,9291,DRIVEALONEFREE
20,3507,75507,9291,9414,BIKE
20,2320,74320,9414,9363,DRIVEALONEFREE
11,2169,41769,9372,1293,DRIVEALONEFREE
8,1139,29939,9363,1295,SHARED3FREE
8,1919,30719,9250,9413,SHARED3FREE
8,2584,31384,9413,9363,SHARED3FREE
14,3489,53889,9363,9395,SHARED3FREE
17,42,61242,948,9359,SHARED2FREE
17,1221,62421,9359,9363,SHARED3FREE
12,1019,44219,9371,9414,TAXI
12,1011,44211,9414,9371,DRIVEALONEFREE
7,1866,27066,9360,9393,WALK_TRANSIT
20,524,72524,9393,9360,SHARED2FREE
16,942,58542,9360,1294,DRIVEALONEFREE
16,396,57996,1294,9409,DRIVEALONEFREE
16,2712,60312,9409,9360,DRIVEALONEFREE
6,86,21686,9365,9277,SHARED2FREE
15,3344,57344,9277,9365,TAXI
10,201,36201,9361,1288,WALK
11,2479,42079,1288,9361,WALK
18,643,65443,9414,9361,WALK
20,675,72675,9366,9414,SHARED2FREE
22,1952,81152,9414,9366,DRIVEALONEFREE
6,2277,23877,9373,9226,WALK
7,1388,26588,9226,9373,WALK
7,1819,27019,9373,9446,SHARED2FREE
7,1956,27156,9355,9300,SHARED2FREE
11,2281,41881,9300,9355,SHARED2FREE
7,1855,27055,9355,9388,BIKE
16,3086,60686,9388,9355,TAXI
6,1055,22655,9355,9353,WALK
10,1098,37098,9353,9355,WALK
9,2894,35294,9360,9400,SHARED2FREE
8,1741,30541,9358,9414,WALK
12,3524,46724,9414,9358,WALK
15,267,54267,9358,948,SHARED3FREE
15,1525,55525,948,9358,SHARED3FREE
7,2920,28120,9360,9300,BIKE
17,702,61902,9300,9360,BIKE
7,2035,27235,9364,9333,DRIVEALONEFREE
16,1900,59500,9333,9364,DRIVEALONEFREE
20,691,72691,9402,9364,BIKE
15,550,54550,9360,9290,DRIVEALONEFREE
14,1237,51637,9358,9394,WALK
14,1564,51964,9394,9358,WALK
5,1010,19010,9363,9387,WALK_TRANSIT
14,294,50694,9363,9409,WALK
15,2951,56951,9409,9363,DRIVEALONEFREE
5,3006,21006,9358,9359,SHARED2FREE
5,3557,21557,9359,9273,SHARED3FREE
5,1000,19000,9398,9358,SHARED3FREE
14,825,51225,9358,1293,DRIVEALONEFREE
8,578,29378,9358,9352,SHARED2FREE
16,327,57927,9352,9358,SHARED3FREE
16,1307,58907,9445,9365,SHARED3FREE
13,1166,47966,9394,9374,SHARED3FREE
10,2730,38730,9374,9414,DRIVEALONEFREE
13,1139,47939,9414,9374,SHARED3FREE
6,1995,23595,9360,1292,SHARED2FREE
6,922,22522,1292,9421,SHARED2FREE
6,331,21931,9421,9360,SHARED2FREE
12,2131,45331,9360,9421,TNC_SINGLE
15,1196,55196,9421,9360,SHARED2FREE
13,511,47311,9376,9393,WALK
14,2456,52856,9393,9376,WALK
15,1443,55443,9356,9402,WALK
18,1647,66447,9414,9352,TNC_SINGLE
15,763,54763,9363,9430,WALK
15,3127,57127,9430,948,WALK
17,1534,62734,9430,9363,TAXI
8,3267,32067,9368,9357,SHARED3FREE
8,47,28847,9357,9368,SHARED3FREE
15,2971,56971,9262,9315,WALK
9,1003,33403,9358,9391,WALK
17,453,61653,9391,9358,SHARED2FREE
8,122,28922,9358,9384,WALK
18,2235,67035,9384,9358,WALK
13,2462,49262,9419,9358,WALK
19,1433,69833,9393,9371,DRIVEALONEFREE
17,627,61827,9360,9227,DRIVEALONEFREE
18,110,64910,9227,9360,SHARED2FREE
7,1471,26671,9375,9377,SHARED2FREE
17,1013,62213,9377,9375,WALK_TRANSIT
8,478,29278,9375,9411,SHARED2FREE
11,1201,40801,9372,9425,SHARED3FREE
14,2592,52992,9425,9372,SHARED3FREE
10,1141,37141,9417,9372,DRIVEALONEFREE
7,2517,27717,9360,9293,SHARED2FREE
13,1654,48454,9360,9404,WALK_TRANSIT
14,1414,51814,9404,9402,SHARED2FREE
22,3323,82523,9402,9360,SHARED3FREE
7,215,25415,9363,9360,WALK
15,2071,56071,9360,9363,WALK
7,3300,28500,9372,9403,WALK
7,2556,27756,9403,9358,WALK
10,486,36486,9358,9414,WALK
10,256,36256,9414,9372,WALK
9,342,32742,9360,9277,TAXI
11,795,40395,9277,9360,SHARED3FREE
14,1363,51763,9373,9414,TNC_SINGLE
17,3100,64300,9360,9402,SHARED2FREE
18,925,65725,9402,9360,SHARED2FREE
11,432,40032,9360,9344,DRIVEALONEFREE
8,3441,32241,9371,9366,DRIVEALONEFREE
11,3159,42759,9363,9414,TNC_SINGLE
13,2537,49337,9414,9363,DRIVEALONEFREE
6,170,21770,9363,1293,SHARED2FREE
18,1679,66479,1293,9363,SHARED2FREE
7,2320,27520,9372,9388,BIKE
7,2510,27710,9358,9358,WALK_TRANSIT
15,2448,56448,9358,9358,SHARED3FREE
8,2336,31136,9369,9337,BIKE
15,3316,57316,9337,9369,WALK_TRANSIT
13,724,47524,9369,1386,SHARED3FREE
16,1789,59389,1386,9369,SHARED3FREE
10,2841,38841,9378,9333,SHARED3FREE
6,2529,24129,9378,9244,WALK_TRANSIT
6,178,21778,9244,9378,WALK_TRANSIT
12,1102,44302,9445,9445,WALK
13,1379,48179,9445,9445,WALK
6,1787,23387,9372,9445,DRIVEALONEFREE
21,339,75939,9445,9412,WALK
21,1284,76884,9412,9372,DRIVEALONEFREE
16,1536,59136,9372,9402,TAXI
16,2503,60103,9402,9393,TAXI
17,1098,62298,9393,9372,DRIVEALONEFREE
15,1837,55837,9373,9390,TAXI
21,2741,78341,9390,1288,SHARED3FREE
21,98,75698,1288,9373,SHARED3FREE
7,2126,27326,9373,9372,BIKE
15,1775,55775,9372,9373,WALK_TRANSIT
6,2057,23657,9366,9366,DRIVEALONEFREE
13,3310,50110,9361,9237,WALK
13,218,47018,9237,9361,WALK
22,416,79616,9414,9369,DRIVEALONEFREE
11,1880,41480,9221,9410,DRIVEALONEFREE
12,1391,44591,9410,9373,TAXI
11,654,40254,9375,9414,SHARED2FREE
13,144,46944,9414,9375,SHARED2FREE
11,2760,42360,9375,9414,DRIVEALONEFREE
11,650,40250,9414,9375,WALK
14,1934,52334,9375,9381,WALK
14,1191,51591,9381,9375,WALK
9,588,32988,9364,9445,TAXI
17,3500,64700,9426,9420,BIKE
18,2938,67738,9420,9364,BIKE
12,231,43431,9366,9409,DRIVEALONEFREE
12,2043,45243,9409,9366,WALK
12,270,43470,9366,9409,DRIVEALONEFREE
13,1313,48113,9409,9409,DRIVEALONEFREE
16,2488,60088,9409,9428,DRIVEALONEFREE
18,1445,66245,9428,9366,WALK
7,2674,27874,9352,9297,SHARED3FREE
12,3341,46541,9297,9352,WALK_TRANSIT
15,1720,55720,9369,948,WALK
21,2469,78069,948,9369,WALK
9,2759,35159,9362,9394,SHARED2FREE
10,2,36002,9394,9362,SHARED2FREE
14,2471,52871,9352,9424,WALK_TRANSIT
19,2994,71394,9424,9352,SHARED3FREE
8,3332,32132,9358,9428,SHARED2FREE
8,223,29023,9428,9358,SHARED2FREE
13,3033,49833,9358,9234,WALK
13,2832,49632,9234,9358,WALK
8,2418,31218,9358,9358,WALK_TRANSIT
22,2557,81757,9358,9358,WALK_TRANSIT
13,1556,48356,9358,9418,DRIVEALONEFREE
17,206,61406,9418,9358,DRIVEALONEFREE
18,1110,65910,9358,9338,DRIVEALONEFREE
21,385,75985,9338,9358,TAXI
8,264,29064,9358,9234,DRIVEALONEFREE
14,1852,52252,9358,9402,TAXI
16,1683,59283,9402,9358,TAXI
15,1052,55052,9365,9321,WALK
21,3261,78861,9321,9365,WALK
18,1159,65959,9371,9391,TNC_SHARED
18,266,65066,9391,9371,TNC_SHARED
12,536,43736,9371,9414,SHARED2FREE
12,3192,46392,9414,9371,SHARED2FREE
18,2469,67269,9377,9290,SHARED2FREE
11,1206,40806,9283,9377,DRIVEALONEFREE
14,804,51204,9363,9321,TAXI
15,1568,55568,9321,9402,DRIVEALONEFREE
15,1329,55329,9402,9363,DRIVEALONEFREE
20,3074,75074,9429,9371,WALK
7,1484,26684,9372,1289,DRIVEALONEFREE
17,2484,63684,1289,9372,DRIVEALONEFREE
12,2623,45823,9358,9375,SHARED2FREE
14,2081,52481,9375,9394,SHARED3FREE
18,1636,66436,9358,9363,SHARED3FREE
19,506,68906,9363,9358,DRIVEALONEFREE
23,327,83127,9224,9360,DRIVEALONEFREE
8,1565,30365,9362,9429,WALK
12,1120,44320,9429,9362,WALK
13,352,47152,9362,9429,WALK_TRANSIT
17,495,61695,9429,9362,BIKE
6,1015,22615,9392,9377,WALK_TRANSIT
7,551,25751,9377,9358,WALK_TRANSIT
12,3392,46592,9358,9377,BIKE
19,1641,70041,9362,1293,DRIVEALONEFREE
21,880,76480,1293,9362,TAXI
21,2902,78502,9377,9402,TAXI
21,2947,78547,9402,9402,TAXI
22,3192,82392,9402,9377,DRIVEALONEFREE
15,1693,55693,9358,9414,SHARED3FREE
15,1508,55508,9363,9303,DRIVEALONEFREE
16,1674,59274,9303,9363,SHARED3FREE
15,1544,55544,9317,9369,DRIVEALONEFREE
10,3192,39192,9369,9246,DRIVEALONEFREE
11,1308,40908,9246,9369,DRIVEALONEFREE
18,1442,66242,9246,9369,SHARED3FREE
7,1953,27153,9368,9391,BIKE
15,954,54954,9391,9368,BIKE
8,2442,31242,9368,9428,DRIVEALONEFREE
12,1954,45154,9428,9368,DRIVEALONEFREE
15,2303,56303,9368,1293,DRIVEALONEFREE
15,690,54690,1293,9395,DRIVEALONEFREE
15,2857,56857,9395,9414,DRIVEALONEFREE
15,1459,55459,9414,9368,SHARED3FREE
14,1309,51709,9372,948,WALK
14,662,51062,948,9372,WALK
16,2860,60460,9366,9409,WALK
23,782,83582,9409,9366,WALK
15,512,54512,1288,9366,WALK
17,2623,63823,9394,9357,SHARED2FREE
13,1292,48092,9400,9358,TNC_SINGLE
13,3110,49910,9360,9391,SHARED2FREE
14,1337,51737,9391,9360,WALK
8,1116,29916,9360,9260,SHARED2FREE
8,1464,30264,9260,9360,DRIVEALONEFREE
17,1920,63120,9360,1288,DRIVEALONEFREE
8,2515,31315,9360,1288,SHARED2FREE
21,1261,76861,9398,9368,DRIVEALONEFREE
7,147,25347,9371,9333,DRIVEALONEFREE
20,2897,74897,9333,9371,DRIVEALONEFREE
15,1018,55018,9355,9427,SHARED2FREE
16,27,57627,9355,9288,SHARED2FREE
16,868,58468,9288,9355,SHARED2FREE
13,3516,50316,9402,9370,SHARED3FREE
8,1339,30139,9370,9370,WALK
17,3200,64400,9370,9370,WALK
7,2937,28137,9368,9277,WALK_TRANSIT
11,2405,42005,9277,9368,WALK_TRANSIT
6,1676,23276,9368,1293,DRIVEALONEFREE
14,1092,51492,1293,9368,DRIVEALONEFREE
11,3520,43120,9359,9409,DRIVEALONEFREE
7,910,26110,9372,9373,BIKE
12,2288,45488,9373,9372,SHARED3FREE
14,2107,52507,9372,9277,SHARED2FREE
15,2798,56798,9277,9372,DRIVEALONEFREE
12,960,44160,9378,9381,TAXI
14,1241,51641,9381,9378,SHARED3FREE
10,314,36314,9360,9249,WALK
10,1624,37624,9249,9360,DRIVEALONEFREE
7,3109,28309,9360,9366,DRIVEALONEFREE
11,230,39830,9366,9360,DRIVEALONEFREE
9,2350,34750,9360,9232,SHARED2FREE
16,2169,59769,9232,9360,SHARED3FREE
7,2238,27438,9364,9256,BIKE
11,1859,41459,9256,9364,BIKE
13,1392,48192,9321,9445,WALK
13,3106,49906,9445,9321,SHARED2FREE
6,376,21976,9364,9321,WALK
16,1282,58882,9321,9364,WALK
18,2992,67792,950,9373,TNC_SINGLE
17,3059,64259,9397,9378,SHARED3FREE
14,3567,53967,9372,9416,WALK
14,2862,53262,9416,9372,WALK
11,1488,41088,9372,9402,WALK
11,2674,42274,9402,9372,WALK
6,2809,24409,9372,9232,SHARED2FREE
6,521,22121,9232,9372,SHARED2FREE
8,1364,30164,9352,9397,WALK_TRANSIT
16,1712,59312,9397,9352,WALK_TRANSIT
21,2383,77983,9398,9372,DRIVE_TRANSIT
8,1337,30137,9359,9358,SHARED3FREE
10,1267,37267,9359,1293,TNC_SINGLE
11,101,39701,1293,9359,DRIVEALONEFREE
6,771,22371,9364,9277,BIKE
14,907,51307,9277,9389,BIKE
16,252,57852,9389,9364,BIKE
8,2200,31000,9372,9289,SHARED3FREE
21,2599,78199,9289,9372,DRIVEALONEFREE
21,1297,76897,9398,9359,SHARED3FREE
18,243,65043,9369,9400,SHARED3FREE
21,1793,77393,9400,9369,WALK
13,3070,49870,9366,9414,SHARED2FREE
8,2271,31071,9371,9280,SHARED3FREE
8,2611,31411,9352,9273,SHARED3FREE
14,410,50810,9273,9352,SHARED3FREE
17,1210,62410,9352,9273,WALK_TRANSIT
22,937,80137,9273,9352,SHARED3FREE
12,722,43922,9358,9277,SHARED3FREE
12,2907,46107,9277,9398,SHARED3FREE
13,2106,48906,9398,9358,DRIVEALONEFREE
8,2176,30976,9358,9394,TAXI
8,3149,31949,9394,9317,DRIVEALONEFREE
11,2802,42402,9317,9358,DRIVEALONEFREE
16,546,58146,948,9369,WALK_TRANSIT
17,1435,62635,1386,9363,SHARED2FREE
20,3165,75165,9375,9414,DRIVEALONEFREE
21,1571,77171,9414,9375,DRIVEALONEFREE
7,129,25329,9375,9403,WALK_TRANSIT
16,1769,59369,9375,9403,WALK
18,2729,67529,9403,9410,WALK
10,2210,38210,9375,9343,TAXI
19,2564,70964,9343,9375,DRIVEALONEFREE
8,3450,32250,9358,1046,SHARED3FREE
9,2980,35380,1046,9358,DRIVEALONEFREE
17,2941,64141,9358,1288,DRIVEALONEFREE
18,1268,66068,1288,9400,DRIVEALONEFREE
18,3051,67851,9400,9358,DRIVEALONEFREE
8,604,29404,9414,9362,SHARED2FREE
22,1207,80407,9414,9371,SHARED3FREE
20,2896,74896,9360,1288,DRIVEALONEFREE
17,3525,64725,9373,9375,WALK_TRANSIT
17,1780,62980,9375,9373,SHARED2FREE
8,1103,29903,9373,9223,WALK_TRANSIT
13,3154,49954,9223,9373,BIKE
10,2822,38822,9358,9394,TAXI
13,1341,48141,9394,9358,DRIVEALONEFREE
18,2092,66892,9424,9330,SHARED2FREE
18,1588,66388,9425,9376,SHARED2FREE
13,1831,48631,9364,9410,WALK
13,2560,49360,9410,9364,WALK
7,1365,26565,9368,9351,WALK
16,2164,59764,9351,9368,WALK
5,154,18154,9414,9268,SHARED3FREE
5,962,18962,9268,9373,SHARED3FREE
10,2819,38819,9372,9417,TNC_SINGLE
8,1858,30658,9372,9347,SHARED3FREE
8,1498,30298,9347,9372,DRIVEALONEFREE
19,77,68477,9246,948,SHARED2FREE
19,1237,69637,948,9372,DRIVEALONEFREE
16,462,58062,9414,9378,DRIVEALONEFREE
16,2640,60240,9378,1293,SHARED2FREE
17,1880,63080,1293,9378,DRIVEALONEFREE
7,1881,27081,9365,9253,DRIVEALONEFREE
17,3412,64612,9253,9365,DRIVEALONEFREE
13,1903,48703,9357,9421,DRIVEALONEFREE
13,3241,50041,9421,1291,TAXI
18,154,64954,9254,9393,DRIVEALONEFREE
18,1612,66412,9393,9357,TAXI
7,1561,26761,9376,9417,WALK
7,3110,28310,9417,9376,WALK
7,1472,26672,9376,1334,SHARED3FREE
15,2058,56058,1334,9376,SHARED3FREE
12,2738,45938,9367,1293,DRIVEALONEFREE
13,454,47254,9372,9375,SHARED3FREE
15,3531,57531,9375,9372,SHARED3FREE
7,731,25931,9375,9225,WALK
8,3359,32159,9225,9375,WALK
17,3472,64672,9375,9288,SHARED3FREE
18,2361,67161,9288,9249,WALK
18,646,65446,9249,9375,WALK
13,1237,48037,9365,9417,DRIVEALONEFREE
8,1602,30402,9360,9414,TAXI
13,364,47164,9414,9360,DRIVEALONEFREE
12,669,43869,9377,9394,WALK_TRANSIT
21,3121,78721,9394,9377,WALK_TRANSIT
15,1427,55427,9378,9445,BIKE
15,2725,56725,9445,9417,BIKE
15,1671,55671,9417,9378,WALK
15,1110,55110,9353,9414,TAXI
19,2446,70846,9414,9414,SHARED3FREE
19,2558,70958,9414,9353,WALK_TRANSIT
8,405,29205,9358,1289,WALK_TRANSIT
18,3072,67872,1289,9358,SHARED2FREE
8,1644,30444,9363,9416,SHARED3FREE
15,690,54690,9416,9363,WALK
15,1502,55502,9363,9416,WALK
18,2586,67386,9416,9363,WALK
9,3071,35471,9372,9416,WALK
11,3172,42772,9416,9372,WALK
11,1537,41137,9376,9336,SHARED3FREE
16,339,57939,9336,9376,DRIVEALONEFREE
11,3446,43046,9402,9376,SHARED2FREE
16,491,58091,9376,9403,WALK
16,421,58021,9403,9395,WALK
16,1746,59346,9395,9376,WALK
9,2817,35217,9357,9258,WALK_TRANSIT
17,2153,63353,9258,9357,WALK_TRANSIT
18,684,65484,9372,9421,TAXI
19,1942,70342,9421,9400,DRIVEALONEFREE
20,2605,74605,9400,9414,DRIVEALONEFREE
20,1583,73583,9414,9372,TAXI
7,1764,26964,9366,9277,SHARED3FREE
13,2766,49566,9277,9366,BIKE
7,2735,27935,9366,9221,SHARED3FREE
21,2442,78042,9221,9366,SHARED3FREE
6,2739,24339,9355,9381,SHARED3FREE
14,3384,53784,9381,9415,WALK_TRANSIT
15,1056,55056,9415,9355,SHARED2FREE
8,222,29022,9355,9403,SHARED3FREE
11,1215,40815,9403,9353,SHARED2FREE
13,2012,48812,9353,9355,SHARED3FREE
6,1443,23043,9395,9355,DRIVEALONEFREE
6,2204,23804,9355,9418,BIKE
16,378,57978,9418,9355,WALK_TRANSIT
14,1973,52373,9364,9414,DRIVEALONEFREE
17,2230,63430,9414,9364,SHARED3FREE
8,2634,31434,9372,9403,WALK
11,3182,42782,9403,9398,WALK
19,510,68910,9398,9372,WALK
21,1815,77415,9358,9414,SHARED2FREE
21,2768,78368,9414,9358,SHARED2FREE
11,2224,41824,9411,9414,WALK
13,2845,49645,9414,9411,WALK
7,1163,26363,9372,9411,WALK
19,2624,71024,9411,9372,DRIVEALONEFREE
13,1323,48123,9358,9330,WALK
13,3219,50019,9330,9358,WALK
6,1094,22694,9363,9358,DRIVEALONEFREE
15,1124,55124,9358,9363,DRIVEALONEFREE
12,696,43896,9376,9403,SHARED3FREE
17,1384,62584,9403,9376,SHARED2FREE
17,2637,63837,9376,9378,SHARED2FREE
8,1987,30787,9378,9396,DRIVEALONEFREE
8,464,29264,9396,9397,WALK_TRANSIT
17,2324,63524,9397,9378,SHARED3FREE
16,3225,60825,9378,9232,SHARED3FREE
14,202,50602,9378,9315,SHARED3FREE
14,404,50804,9315,9378,SHARED3FREE
15,1257,55257,9375,9414,SHARED2FREE
12,3420,46620,9364,9414,TAXI
15,2512,56512,9414,9364,DRIVEALONEFREE
9,2380,34780,9376,9400,DRIVEALONEFREE
15,2991,56991,9376,9249,TNC_SINGLE
17,2724,63924,9249,948,DRIVEALONEFREE
17,3112,64312,948,9393,DRIVEALONEFREE
19,137,68537,9393,9376,TAXI
21,3090,78690,9378,9351,SHARED2FREE
23,481,83281,9351,9378,SHARED3FREE
7,1304,26504,9378,1046,SHARED3FREE
15,2853,56853,1046,9378,TAXI
8,235,29035,9378,9397,DRIVEALONEFREE
14,911,51311,9397,9378,DRIVEALONEFREE
18,122,64922,9375,9375,WALK
21,1677,77277,9375,9375,WALK
17,969,62169,9417,9360,WALK
9,75,32475,9360,9394,WALK_TRANSIT
14,3015,53415,9370,9359,DRIVEALONEFREE
14,1535,51935,9359,9370,DRIVEALONEFREE
14,947,51347,9370,9323,DRIVEALONEFREE
16,1581,59181,9323,9370,SHARED2FREE
18,1203,66003,9370,9446,WALK
19,1632,70032,9446,9370,WALK
7,3180,28380,9375,9387,WALK
13,1300,48100,9387,9375,SHARED2FREE
16,1474,59074,9233,9375,SHARED3FREE
22,3028,82228,9405,9421,DRIVEALONEFREE
22,3385,82585,9421,9378,WALK
7,1923,27123,9378,9331,WALK_TRANSIT
14,2202,52602,9331,9378,WALK_TRANSIT
15,1335,55335,9371,9383,DRIVEALONEFREE
15,1314,55314,9383,9409,DRIVEALONEFREE
20,1547,73547,9371,9358,SHARED2FREE
20,2428,74428,9358,9371,SHARED2FREE
11,658,40258,9370,9399,WALK_TRANSIT
12,1053,44253,9399,9370,WALK_TRANSIT
9,2683,35083,9370,1288,SHARED3FREE
21,2636,78236,1288,9370,SHARED3FREE
17,3376,64576,9370,948,DRIVEALONEFREE
18,2623,67423,948,9370,DRIVEALONEFREE
15,477,54477,9385,9370,SHARED2FREE
8,3588,32388,9375,9384,WALK
12,3447,46647,9384,9375,WALK
18,133,64933,9353,9321,BIKE
18,3244,68044,9321,9353,BIKE
8,3386,32186,9353,9409,WALK
20,3433,75433,9409,9353,WALK
18,1228,66028,9353,1293,DRIVEALONEFREE
21,1786,77386,1293,9353,DRIVEALONEFREE
10,392,36392,9360,9421,SHARED2FREE
10,1926,37926,9421,9360,SHARED2FREE
10,1613,37613,9360,9341,WALK
13,169,46969,9341,9321,WALK
23,750,83550,9321,9360,WALK
14,1249,51649,9377,9398,TNC_SINGLE
15,3291,57291,9398,9377,TNC_SINGLE
8,1260,30060,9357,9409,SHARED2FREE
8,237,29037,9409,9357,SHARED2FREE
7,938,26138,9368,9369,TAXI
16,1490,59090,9369,9368,SHARED3FREE
9,2651,35051,9308,9368,SHARED2FREE
8,950,29750,9368,9293,WALK_TRANSIT
17,1150,62350,9293,9368,WALK_TRANSIT
17,1133,62333,1288,9363,DRIVEALONEFREE
16,621,58221,9352,9414,WALK
17,1012,62212,9414,9352,WALK
8,1825,30625,9365,9248,TAXI
12,3351,46551,9248,9365,DRIVEALONEFREE
7,2837,28037,9365,9335,SHARED3FREE
14,111,50511,1293,9375,DRIVEALONEFREE
8,71,28871,9371,9409,WALK
8,1366,30166,9409,9371,SHARED2FREE
5,1360,19360,9352,9409,SHARED2FREE
6,2253,23853,9409,9350,DRIVEALONEFREE
17,3576,64776,9350,9352,SHARED2FREE
8,2328,31128,9366,9415,SHARED3FREE
9,2460,34860,9415,9307,SHARED3FREE
9,1490,33890,9307,9409,SHARED3FREE
9,1793,34193,9409,9366,SHARED3FREE
16,414,58014,9360,1288,SHARED2FREE
16,1383,58983,1288,9360,SHARED2FREE
17,2360,63560,9372,9394,TAXI
18,2401,67201,9394,9372,TAXI
16,2493,60093,9398,9372,SHARED3FREE
7,2119,27319,9378,9249,SHARED3FREE
15,3590,57590,9249,9378,SHARED3FREE
18,3342,68142,9445,9364,WALK
8,2900,31700,9369,9228,SHARED2FREE
11,2221,41821,9228,9369,SHARED2FREE
13,475,47275,9369,9333,WALK
22,2549,81749,9333,9369,WALK
19,377,68777,9369,1293,DRIVEALONEFREE
21,3057,78657,1293,9369,TNC_SINGLE
14,1042,51442,9369,1292,DRIVEALONEFREE
18,1410,66210,1292,9369,DRIVEALONEFREE
11,2327,41927,9372,9414,WALK
12,3570,46770,9414,9372,WALK
9,698,33098,9371,9408,SHARED3FREE
16,3022,60622,9408,9371,SHARED3FREE
8,1067,29867,9372,9378,SHARED3FREE
10,777,36777,9378,9372,WALK
10,1719,37719,9366,9251,SHARED3FREE
16,43,57643,9251,9366,SHARED2FREE
8,1403,30203,9366,1291,SHARED2FREE
12,1770,44970,1291,9366,SHARED2FREE
18,2060,66860,9419,9372,WALK
18,404,65204,9414,9378,DRIVEALONEFREE
7,993,26193,9378,9397,SHARED2FREE
16,2720,60320,9414,9378,SHARED2FREE
18,667,65467,9376,9309,TNC_SINGLE
13,136,46936,9370,9424,WALK
